coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20130511,117.70,118.68,113.01,115.24,,1311050000,115.84
bitcoin,20130511,117.70,118.68,113.01,115.24,,1311050000,115.84
litecoin,20130511,3.46,3.48,3.30,3.35,,60658000,3.39
peercoin,20130511,0.277772,0.280840,0.222378,0.256992,,5243830,0.25
feathercoin,20130511,0.129814,0.155469,0.127050,0.132529,,847796,0.14
namecoin,20130511,0.987503,0.991198,0.827380,0.833207,,5435560,0.91
novacoin,20130511,3.65,3.66,3.44,3.53,,1014580,3.55
ixcoin,20130511,0.010944,0.015577,0.010944,0.013830,,138481,0.01
terracoin,20130511,0.411950,0.429914,0.386280,0.401046,,1019300,0.41
bitbar,20130511,57.67,62.54,23.04,23.05,,164724,42.79
mincoin,20130511,0.200090,0.219830,0.193808,0.218962,,207731,0.21
freicoin,20130511,0.041357,0.046798,0.034503,0.045061,,860260,0.04
