coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20160330,416.83,416.83,412.50,414.82,66034100,6407840000,414.66
ethereum,20160330,11.61,12.18,11.47,11.95,19351200,911902000,11.82
bitcoin,20160330,416.83,416.83,412.50,414.82,66034100,6407840000,414.66
ethereum,20160330,11.61,12.18,11.47,11.95,19351200,911902000,11.82
ripple,20160330,0.007568,0.007595,0.007327,0.007332,1210630,260637000,0.01
nem,20160330,0.001534,0.001580,0.001472,0.001491,66153,13807400,0.00
litecoin,20160330,3.23,3.28,3.20,3.22,1450290,145624000,3.24
stellar,20160330,0.002087,0.002089,0.002006,0.002039,18345,11446400,0.00
dash,20160330,7.09,7.11,6.76,6.78,280500,44853600,6.94
monero,20160330,1.48,1.52,1.41,1.45,324062,16984700,1.46
verge,20160330,0.000129,0.000133,0.000116,0.000124,13948,1340620,0.00
siacoin,20160330,0.000121,0.000129,0.000116,0.000124,35624,1462460,0.00
bytecoin-bcn,20160330,0.000045,0.000045,0.000037,0.000041,1615,8013930,0.00
bitshares,20160330,0.005857,0.006284,0.005786,0.006115,496152,14935600,0.01
dogecoin,20160330,0.000257,0.000260,0.000228,0.000234,587060,26667800,0.00
tether,20160330,1.00,1.00,1.00,1.00,204201,1451590,1.00
digibyte,20160330,0.000662,0.000756,0.000613,0.000655,1119970,4097710,0.00
augur,20160330,9.40,11.62,9.37,10.74,2913,,10.49
decred,20160330,2.08,2.17,1.97,2.16,10261,2593780,2.07
nexus,20160330,0.003207,0.003741,0.003126,0.003286,532,112970,0.00
reddcoin,20160330,0.000037,0.000038,0.000033,0.000037,6238,1051510,0.00
pivx,20160330,0.003502,0.003761,0.003442,0.003602,1415,70944,0.00
factom,20160330,1.78,1.81,1.71,1.72,150827,15584800,1.76
monacoin,20160330,0.063396,0.073948,0.063215,0.070372,5329,1962080,0.07
digitalnote,20160330,0.000098,0.000103,0.000090,0.000097,4630,673586,0.00
nxt,20160330,0.008104,0.008175,0.007548,0.007975,47386,8104270,0.01
bitcoindark,20160330,1.64,1.72,1.52,1.60,2918,2069500,1.62
maidsafecoin,20160330,0.087696,0.088221,0.079722,0.084536,344576,39687200,0.08
syscoin,20160330,0.007013,0.008658,0.006984,0.007782,220466,3006760,0.01
paccoin,20160330,1.5e-08,1.6e-08,1.2e-08,1.5e-08,8,,0.00
gamecredits,20160330,0.044346,0.046029,0.034605,0.037348,46316,2396520,0.04
vertcoin,20160330,0.060316,0.061068,0.058324,0.060604,5554,1391900,0.06
