coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20150824,228.11,228.14,210.44,210.50,59220700,3314640000,219.29
ethereum,20150824,1.35,1.36,1.23,1.23,924920,97791600,1.29
bitcoin,20150824,228.11,228.14,210.44,210.50,59220700,3314640000,219.29
ethereum,20150824,1.35,1.36,1.23,1.23,924920,97791600,1.29
ripple,20150824,0.007553,0.007649,0.007391,0.007397,546516,240993000,0.01
nem,20150824,0.000098,0.000100,0.000091,0.000093,1331,883014,0.00
litecoin,20150824,3.39,3.39,2.97,2.99,7278630,142301000,3.18
stellar,20150824,0.001971,0.001975,0.001855,0.001892,3367,9535200,0.00
dash,20150824,2.63,2.64,2.38,2.38,125485,15036300,2.51
monero,20150824,0.542486,0.553264,0.433056,0.434871,77454,4901250,0.49
verge,20150824,0.000014,0.000015,0.000011,0.000011,616,124223,0.00
bytecoin-bcn,20150824,0.000064,0.000064,0.000057,0.000058,13479,11196600,0.00
bitshares,20150824,0.003572,0.003578,0.003182,0.003270,128583,8972800,0.00
dogecoin,20150824,0.000138,0.000138,0.000125,0.000128,110942,13866600,0.00
tether,20150824,1.00,1.00,1.00,1.00,73637,451600,1.00
digibyte,20150824,0.000051,0.000052,0.000046,0.000047,659,246992,0.00
nexus,20150824,0.001132,0.001132,0.000940,0.001068,55,27497,0.00
reddcoin,20150824,0.000010,0.000011,0.000007,0.000008,745,281890,0.00
monacoin,20150824,0.117326,0.119447,0.100871,0.110347,1871,2585160,0.11
digitalnote,20150824,0.000174,0.000174,0.000159,0.000159,5593,1188500,0.00
nxt,20150824,0.008478,0.008587,0.007797,0.007833,21484,8478440,0.01
bitcoindark,20150824,1.08,1.12,0.955152,0.987264,1242,1328100,1.04
maidsafecoin,20150824,0.019768,0.020346,0.017749,0.018597,17868,8946240,0.02
syscoin,20150824,0.000380,0.000380,0.000304,0.000316,93,161775,0.00
gamecredits,20150824,0.023155,0.029793,0.022505,0.022915,2231,1165380,0.03
vertcoin,20150824,0.053585,0.054193,0.048462,0.048577,4445,951381,0.05
blocknet,20150824,0.054326,0.054326,0.044048,0.045301,891,212052,0.05
bitbay,20150824,0.000187,0.000187,0.000159,0.000171,698,187410,0.00
ubiq,20150824,0.022781,0.023350,0.020091,0.020928,355,78134,0.02
nav-coin,20150824,0.002499,0.002499,0.002304,0.002324,47,147022,0.00
emercoin,20150824,0.009910,0.012870,0.009251,0.012595,302,356381,0.01
einsteinium,20150824,0.000114,0.000121,0.000109,0.000109,20,20151,0.00
burst,20150824,0.000125,0.000127,0.000069,0.000083,2641,127998,0.00
viacoin,20150824,0.004032,0.004042,0.003374,0.003543,888,69105,0.00
peercoin,20150824,0.340563,0.343583,0.309354,0.312318,79134,7688490,0.33
counterparty,20150824,0.999084,1.00,0.847817,0.885535,8563,2637180,0.92
hempcoin,20150824,0.000021,0.000021,0.000019,0.000019,2,3441,0.00
mooncoin,20150824,4.5e-07,4.7e-07,4.1e-07,4.4e-07,131,92804,0.00
agoras-tokens,20150824,0.152221,0.152869,0.142163,0.142163,14,,0.15
cloakcoin,20150824,0.113529,0.123238,0.088265,0.093467,2896,522354,0.11
aeon,20150824,0.006339,0.009029,0.006147,0.008005,2832,50883,0.01
jinn,20150824,1.87,1.90,1.72,1.73,100,187374,1.81
groestlcoin,20150824,0.000705,0.000705,0.000535,0.000653,3,41832,0.00
gulden,20150824,0.000658,0.000704,0.000633,0.000657,1114,172900,0.00
pura,20150824,0.000228,0.000241,0.000210,0.000210,33,32723,0.00
feathercoin,20150824,0.005083,0.005119,0.004647,0.004666,908,469511,0.00
supernet-unity,20150824,1.71,1.82,1.61,1.61,2541,1395270,1.72
iocoin,20150824,0.014111,0.014178,0.010420,0.011062,1174,228478,0.01
namecoin,20150824,0.394964,0.398194,0.339185,0.356865,55096,4847330,0.37
eccoin,20150824,0.000002,0.000004,0.000002,0.000002,3,43276,0.00
potcoin,20150824,0.000994,0.001054,0.000942,0.000975,368,209892,0.00
newyorkcoin,20150824,9e-08,1.2e-07,8.3e-08,8.4e-08,33,9685,0.00
bitcny,20150824,0.159686,0.161503,0.150782,0.157920,29687,88587,0.16
solarcoin,20150824,0.008554,0.008668,0.008083,0.008405,188,291510,0.01
crown,20150824,0.000917,0.000917,0.000846,0.000850,0,4136,0.00
dimecoin,20150824,1e-07,1.3e-07,5.9e-08,9e-08,81,30490,0.00
diamond,20150824,0.243646,0.316204,0.148719,0.219496,15454,301078,0.23
blackcoin,20150824,0.027618,0.028391,0.024411,0.024412,15170,2070770,0.03
gridcoin,20150824,0.000900,0.000900,0.000763,0.000791,8,328379,0.00
myriad,20150824,0.000041,0.000042,0.000037,0.000038,43,45509,0.00
faircoin,20150824,0.013813,0.013813,0.012629,0.012686,18,717883,0.01
nushares,20150824,0.001768,0.001768,0.001641,0.001649,2042,1444370,0.00
mintcoin,20150824,0.000045,0.000046,0.000034,0.000039,218,977668,0.00
omni,20150824,2.67,2.67,2.06,2.07,50,1452500,2.37
monetaryunit,20150824,0.000030,0.000041,0.000030,0.000032,64,2047,0.00
sprouts,20150824,0.000530,0.000552,0.000443,0.000541,193,16172,0.00
whitecoin,20150824,0.000175,0.000175,0.000137,0.000138,117,53494,0.00
neoscoin,20150824,0.002537,0.002784,0.002340,0.002351,41,16726,0.00
earthcoin,20150824,0.000017,0.000018,0.000016,0.000017,233,143671,0.00
okcash,20150824,0.000354,0.000375,0.000329,0.000361,18,18637,0.00
fedoracoin,20150824,7.4e-07,7.4e-07,6.4e-07,6.5e-07,3304,206996,0.00
foldingcoin,20150824,0.000088,0.000088,0.000072,0.000072,15,18076,0.00
rubycoin,20150824,0.005870,0.005870,0.005055,0.005078,223,130429,0.01
vericoin,20150824,0.020349,0.020349,0.016842,0.017074,1475,554149,0.02
geocoin,20150824,0.015801,0.015801,0.014077,0.014787,76,32976,0.01
pinkcoin,20150824,0.000106,0.000109,0.000105,0.000106,0,38826,0.00
gambit,20150824,0.016682,0.016821,0.013517,0.013520,48,33312,0.02
circuits-of-value,20150824,0.000160,0.000167,0.000155,0.000159,530,63887,0.00
florincoin,20150824,0.000883,0.001034,0.000786,0.000953,617,89694,0.00
clams,20150824,1.99,2.07,1.62,1.64,25515,1710290,1.84
stealthcoin,20150824,0.003293,0.003293,0.002805,0.002909,11,73094,0.00
noblecoin,20150824,0.000018,0.000018,0.000015,0.000015,0,40849,0.00
energycoin,20150824,0.000123,0.000123,0.000101,0.000101,45,14312,0.00
carboncoin,20150824,0.000005,0.000005,0.000004,0.000004,359,70099,0.00
zeitcoin,20150824,0.000005,0.000007,0.000005,0.000007,80,175960,0.00
pandacoin-pnd,20150824,7.8e-07,9e-07,5.2e-07,7e-07,1,25295,0.00
bitsend,20150824,0.001483,0.001548,0.001368,0.001374,41,10759,0.00
spreadcoin,20150824,0.011465,0.012666,0.010597,0.010781,124,39937,0.01
artbyte,20150824,0.000077,0.000077,0.000065,0.000068,110,40356,0.00
bitusd,20150824,1.11,1.15,1.01,1.02,5424,140493,1.08
vcash,20150824,0.067984,0.070307,0.057377,0.062551,9689,663475,0.06
curecoin,20150824,0.009198,0.011443,0.008335,0.008373,113,231298,0.01
neutron,20150824,0.000926,0.000926,0.000737,0.000737,31,2864,0.00
bitmark,20150824,0.027012,0.035209,0.024915,0.032709,67,25383,0.03
primecoin,20150824,0.064649,0.064716,0.059085,0.059114,7736,726203,0.06
dotcoin,20150824,0.000059,0.000067,0.000053,0.000053,161,,0.00
boolberry,20150824,0.014343,0.014940,0.013603,0.013899,220,70788,0.01
dopecoin,20150824,0.000053,0.000053,0.000051,0.000051,1,7175,0.00
sphere,20150824,0.001969,0.001969,0.000246,0.000246,52,5932,0.00
unobtanium,20150824,1.54,1.54,1.33,1.34,93,300887,1.44
cannabiscoin,20150824,0.002965,0.003034,0.002444,0.002574,919,228518,0.00
transfercoin,20150824,0.003650,0.004016,0.002170,0.003549,682,16760,0.00
leocoin,20150824,0.308818,0.309040,0.295808,0.296405,44289,,0.30
bitzeny,20150824,0.000228,0.000245,0.000154,0.000171,313,15694,0.00
pesetacoin,20150824,0.000162,0.000178,0.000154,0.000154,154,22608,0.00
synergy,20150824,0.056503,0.056509,0.032051,0.037386,1426,36144,0.04
hyperstake,20150824,0.000507,0.000507,0.000423,0.000433,463,146829,0.00
goldcoin,20150824,0.003209,0.003602,0.003074,0.003094,273,114368,0.00
bitcoin-plus,20150824,0.075068,0.075668,0.071551,0.071874,22,4281,0.07
startcoin,20150824,0.049252,0.049870,0.039593,0.042295,16183,1482710,0.04
belacoin,20150824,0.000128,0.000128,0.000118,0.000118,0,782,0.00
xaurum,20150824,122.94,127.44,117.79,121.22,1345,124908,122.62
sexcoin,20150824,0.000335,0.000352,0.000296,0.000296,10,34652,0.00
dnotes,20150824,0.007296,0.008087,0.006735,0.006954,584,749644,0.01
audiocoin,20150824,0.000205,0.000209,0.000180,0.000181,321,151980,0.00
blitzcash,20150824,0.013234,0.013234,0.011570,0.011622,103,51105,0.01
