coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20160422,449.69,449.81,444.15,445.74,58804400,6951860000,446.98
ethereum,20160422,8.15,8.27,7.67,7.82,13309300,646298000,7.97
bitcoin,20160422,449.69,449.81,444.15,445.74,58804400,6951860000,446.98
ethereum,20160422,8.15,8.27,7.67,7.82,13309300,646298000,7.97
ripple,20160422,0.007439,0.007439,0.007275,0.007284,955674,259389000,0.01
nem,20160422,0.001580,0.001636,0.001544,0.001583,27030,14216100,0.00
litecoin,20160422,3.35,3.35,3.31,3.32,1569850,152137000,3.33
stellar,20160422,0.001874,0.001918,0.001859,0.001917,26976,10282900,0.00
dash,20160422,6.22,6.38,6.09,6.28,239961,39777400,6.23
monero,20160422,0.968430,1.01,0.951049,0.980429,142996,11296200,0.98
lisk,20160422,1.65,1.98,0.948411,1.82,38998,,1.46
verge,20160422,0.000054,0.000071,0.000053,0.000066,6899,589273,0.00
siacoin,20160422,0.000094,0.000107,0.000094,0.000107,6145,1226120,0.00
bytecoin-bcn,20160422,0.000033,0.000036,0.000032,0.000036,1460,5917390,0.00
bitshares,20160422,0.004601,0.004616,0.004493,0.004528,122986,11745100,0.00
dogecoin,20160422,0.000226,0.000227,0.000223,0.000224,54838,23484000,0.00
steem,20160422,0.678877,0.712265,0.395063,0.445541,40302,5275460,0.55
tether,20160422,1.00,1.00,1.00,1.00,143608,1451590,1.00
digibyte,20160422,0.000373,0.000382,0.000344,0.000361,30394,2358060,0.00
augur,20160422,8.28,8.34,6.44,7.21,5405,,7.39
decred,20160422,1.56,1.68,1.53,1.56,8972,2259880,1.60
nexus,20160422,0.004957,0.005361,0.003843,0.004457,1112,179815,0.00
reddcoin,20160422,0.000032,0.000036,0.000031,0.000036,4347,884746,0.00
pivx,20160422,0.001988,0.002207,0.001983,0.002021,713,54598,0.00
factom,20160422,1.27,1.30,1.25,1.28,94254,11110700,1.27
monacoin,20160422,0.062671,0.063449,0.061493,0.061506,1589,2005700,0.06
digitalnote,20160422,0.000103,0.000103,0.000087,0.000088,5704,705951,0.00
nxt,20160422,0.007071,0.007166,0.006904,0.006986,15638,7071420,0.01
bitcoindark,20160422,1.08,1.08,1.02,1.02,292,1361800,1.05
maidsafecoin,20160422,0.075736,0.079324,0.068838,0.071670,380914,34274500,0.07
