coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20170729,2807.02,2808.76,2692.80,2726.45,803746000,46246700000,2750.78
ethereum,20170729,193.34,208.68,179.65,205.79,824355000,18101800000,194.17
ripple,20170729,0.165218,0.171566,0.155475,0.169871,80897000,6333340000,0.16
bitcoin-cash,20170729,410.56,423.73,323.73,384.77,737815,,373.73
nem,20170729,0.165367,0.170197,0.157418,0.170197,2496500,1488300000,0.16
litecoin,20170729,40.56,41.34,38.74,41.12,109945000,2117650000,40.04
stellar,20170729,0.016930,0.017447,0.015495,0.017447,4313590,182499000,0.02
iota,20170729,0.266567,0.277226,0.245848,0.275190,2788270,740931000,0.26
dash,20170729,185.11,187.66,169.34,185.25,40505200,1379860000,178.50
neo,20170729,7.09,7.46,6.76,7.26,10518400,354258000,7.11
monero,20170729,43.69,44.37,42.19,43.89,7053810,648884000,43.28
eos,20170729,1.83,1.84,1.66,1.83,44021100,452704000,1.75
qtum,20170729,5.80,5.86,5.38,5.78,5188990,342217000,5.62
lisk,20170729,1.83,1.88,1.76,1.87,2201150,201880000,1.82
raiblocks,20170729,0.039507,0.043131,0.037964,0.039299,16015,3869760,0.04
ethereum-classic,20170729,14.16,14.47,13.48,14.40,65494300,1330870000,13.98
verge,20170729,0.002837,0.002997,0.002708,0.002936,442952,38049000,0.00
siacoin,20170729,0.007968,0.008458,0.007550,0.008427,4394720,224159000,0.01
omisego,20170729,1.19,1.29,1.11,1.28,2651230,116968000,1.20
bytecoin-bcn,20170729,0.001331,0.001331,0.001193,0.001220,1003750,243757000,0.00
bitconnect,20170729,69.08,69.23,64.04,64.96,2912860,434587000,66.64
populous,20170729,2.59,2.88,2.48,2.84,945852,95974800,2.68
zcash,20170729,176.46,189.54,170.91,189.29,31702400,324760000,180.22
stratis,20170729,4.59,5.22,4.40,5.22,11185800,451636000,4.81
bitshares,20170729,0.131434,0.134560,0.122328,0.133552,39748500,341372000,0.13
binance-coin,20170729,0.104782,0.111264,0.101108,0.107811,340218,10478200,0.11
