coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20130528,129.77,130.58,125.60,129.00,,1454310000,128.09
bitcoin,20130528,129.77,130.58,125.60,129.00,,1454310000,128.09
litecoin,20130528,3.10,3.13,3.02,3.09,,55916500,3.08
peercoin,20130528,0.182976,0.190071,0.174584,0.189630,,3490100,0.18
feathercoin,20130528,0.099923,0.102305,0.094804,0.100620,,662394,0.10
namecoin,20130528,0.888924,0.926848,0.861616,0.897840,,5023890,0.89
novacoin,20130528,4.19,4.27,4.06,4.21,,1192870,4.16
ixcoin,20130528,0.008217,0.010149,0.006804,0.008965,,103975,0.01
terracoin,20130528,0.306257,0.307591,0.292648,0.300570,,830621,0.30
bitbar,20130528,17.06,19.19,16.69,17.54,,53374,17.94
mincoin,20130528,0.118376,0.120890,0.114764,0.117394,,126822,0.12
freicoin,20130528,0.032442,0.036744,0.030755,0.033946,,682105,0.03
