coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20130816,110.00,112.30,108.52,108.99,,1271470000,110.41
bitcoin,20130816,110.00,112.30,108.52,108.99,,1271470000,110.41
ripple,20130816,0.003082,0.003162,0.002875,0.003134,,24092600,0.00
litecoin,20130816,2.76,2.79,2.70,2.72,,56243000,2.75
feathercoin,20130816,0.156193,0.166204,0.153690,0.155862,,2099430,0.16
namecoin,20130816,0.637971,0.657850,0.600757,0.639798,,4026260,0.63
primecoin,20130816,0.868960,0.916502,0.837784,0.871969,,1387570,0.88
goldcoin,20130816,0.002392,0.006507,0.002276,0.006507,,61676,0.00
ixcoin,20130816,0.006470,0.006470,0.005541,0.005565,,95556,0.01
anoncoin,20130816,0.076996,0.078610,0.075962,0.076296,,30352,0.08
worldcoin,20130816,0.007823,0.008425,0.006104,0.007183,,125208,0.01
cryptogenic-bullion,20130816,0.128694,0.151175,0.126279,0.151175,,79367,0.14
fastcoin,20130816,0.002269,0.002285,0.002247,0.002285,,40327,0.00
megacoin,20130816,0.006720,0.007051,0.006043,0.006219,,106037,0.01
digitalcoin,20130816,0.031901,0.031901,0.029923,0.030193,,224605,0.03
bitbar,20130816,2.22,2.27,2.19,2.20,,11251,2.23
phoenixcoin,20130816,0.018874,0.020251,0.018140,0.018310,,65547,0.02
emerald,20130816,0.001870,0.003402,0.001855,0.002071,,2937,0.00
argentum,20130816,0.035927,0.035927,0.028215,0.028340,,14099,0.03
globalcoin,20130816,0.000627,0.000748,0.000619,0.000703,,8993,0.00
bitgem,20130816,0.571315,0.583206,0.508947,0.511184,,10559,0.55
spots,20130816,0.007067,0.007075,0.006522,0.006551,,4086,0.01
yacoin,20130816,0.020679,0.021112,0.018557,0.018638,,115876,0.02
mincoin,20130816,0.071068,0.081437,0.070167,0.080438,,89425,0.08
freicoin,20130816,0.006529,0.006963,0.006448,0.006650,,158000,0.01
franko,20130816,0.549976,0.639159,0.503894,0.506824,,25546,0.57
infinitecoin,20130816,0.000003,0.000003,0.000003,0.000003,,228963,0.00
elacoin,20130816,0.098996,0.111500,0.039066,0.039238,,2232,0.08
casinocoin,20130816,0.003686,0.003860,0.003397,0.003412,,7956,0.00
