coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20160830,574.11,578.36,574.11,577.50,70342400,9093530000,576.24
ethereum,20160830,10.99,11.30,10.96,11.23,7221260,917474000,11.13
bitcoin,20160830,574.11,578.36,574.11,577.50,70342400,9093530000,576.24
ethereum,20160830,10.99,11.30,10.96,11.23,7221260,917474000,11.13
ripple,20160830,0.006120,0.006129,0.006006,0.006026,928043,217656000,0.01
nem,20160830,0.005853,0.005946,0.005759,0.005867,95943,52675100,0.01
litecoin,20160830,3.77,3.82,3.75,3.80,2315030,178314000,3.79
stellar,20160830,0.001830,0.001883,0.001820,0.001850,16263,10345900,0.00
dash,20160830,11.65,11.90,11.43,11.77,761521,78030000,11.66
monero,20160830,8.49,9.17,7.95,8.49,15534600,108444000,8.56
lisk,20160830,0.267197,0.267349,0.251976,0.253725,436321,26719700,0.26
ethereum-classic,20160830,1.26,1.31,1.15,1.24,6984970,105167000,1.23
verge,20160830,0.000023,0.000029,0.000018,0.000025,830,286127,0.00
siacoin,20160830,0.000448,0.000461,0.000440,0.000446,60706,8017140,0.00
bytecoin-bcn,20160830,0.000057,0.000058,0.000052,0.000052,4574,10332800,0.00
stratis,20160830,0.021179,0.021537,0.020227,0.020241,13575,2076630,0.02
bitshares,20160830,0.007190,0.007567,0.006248,0.006447,1366360,18496600,0.01
dogecoin,20160830,0.000224,0.000234,0.000223,0.000233,242014,23651600,0.00
ardor,20160830,0.035950,0.037836,0.031242,0.031650,24,,0.03
steem,20160830,1.06,1.15,0.838707,0.936955,372159,135642000,0.99
tether,20160830,1.00,1.00,1.00,1.00,1062640,6951590,1.00
waves,20160830,0.159017,0.159695,0.149698,0.158452,44755,15901700,0.15
digibyte,20160830,0.000304,0.000315,0.000300,0.000306,22207,2155970,0.00
augur,20160830,11.48,11.49,9.81,9.82,1123,,10.65
decred,20160830,1.50,1.51,1.46,1.47,26439,3750860,1.48
nexus,20160830,0.029377,0.032613,0.025530,0.031432,3626,1215460,0.03
reddcoin,20160830,0.000030,0.000040,0.000030,0.000035,7104,836832,0.00
pivx,20160830,0.003341,0.003643,0.003341,0.003453,117,146175,0.00
factom,20160830,3.61,3.67,2.95,3.23,3743480,31626000,3.31
monacoin,20160830,0.043295,0.044327,0.041612,0.042660,1298,1643340,0.04
