coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20150115,176.90,229.07,176.90,209.84,81773500,2427830000,202.99
bitcoin,20150115,176.90,229.07,176.90,209.84,81773500,2427830000,202.99
ripple,20150115,0.014204,0.016536,0.014204,0.016444,2285810,440025000,0.02
litecoin,20150115,1.15,1.38,1.15,1.28,3487080,41039000,1.26
stellar,20150115,0.004332,0.005367,0.004332,0.005013,196676,15452100,0.00
dash,20150115,1.08,1.35,1.08,1.29,31672,5421460,1.22
monero,20150115,0.220121,0.273713,0.220121,0.261714,14019,1260140,0.25
verge,20150115,0.000006,0.000009,0.000005,0.000007,35,36759,0.00
bytecoin-bcn,20150115,0.000007,0.000009,0.000007,0.000007,1100,1188900,0.00
bitshares,20150115,0.009110,0.011542,0.009110,0.011175,360132,22757300,0.01
dogecoin,20150115,0.000115,0.000152,0.000115,0.000140,763181,11237700,0.00
digibyte,20150115,0.000032,0.000043,0.000032,0.000038,1770,90815,0.00
reddcoin,20150115,0.000019,0.000028,0.000018,0.000026,1929,531698,0.00
monacoin,20150115,0.022056,0.033723,0.022056,0.028352,3624,348695,0.03
digitalnote,20150115,0.000041,0.000053,0.000036,0.000050,5906,276583,0.00
nxt,20150115,0.010231,0.013688,0.010231,0.012979,64147,10231000,0.01
bitcoindark,20150115,0.752880,0.926681,0.752880,0.818885,793,903044,0.84
maidsafecoin,20150115,0.029980,0.037868,0.029760,0.034700,9472,13567500,0.03
syscoin,20150115,0.000453,0.000715,0.000453,0.000606,4992,178357,0.00
gamecredits,20150115,0.000481,0.002337,0.000451,0.001433,4900,20607,0.00
vertcoin,20150115,0.008938,0.012904,0.008938,0.011495,1862,93064,0.01
blocknet,20150115,0.021335,0.028933,0.021335,0.025409,449,,0.03
bitbay,20150115,0.000124,0.000151,0.000124,0.000134,1018,123600,0.00
ubiq,20150115,0.004124,0.005055,0.004124,0.004543,11,13715,0.00
nav-coin,20150115,0.001553,0.002508,0.001553,0.002343,1609,89771,0.00
emercoin,20150115,0.022997,0.027275,0.006571,0.019599,377,785222,0.02
einsteinium,20150115,0.000154,0.000227,0.000151,0.000205,667,24848,0.00
burst,20150115,0.000297,0.000401,0.000297,0.000370,2521,149542,0.00
viacoin,20150115,0.019785,0.026591,0.019785,0.022740,1668,260543,0.02
