coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20160325,416.51,418.08,415.56,417.18,52560000,6394850000,416.82
ethereum,20160325,11.26,11.37,10.53,10.74,13782000,883012000,10.95
bitcoin,20160325,416.51,418.08,415.56,417.18,52560000,6394850000,416.82
ethereum,20160325,11.26,11.37,10.53,10.74,13782000,883012000,10.95
ripple,20160325,0.008234,0.008273,0.008191,0.008191,753671,283585000,0.01
nem,20160325,0.001259,0.001288,0.001242,0.001248,37992,11328900,0.00
litecoin,20160325,3.23,3.24,3.21,3.23,1200290,145451000,3.23
stellar,20160325,0.002087,0.002126,0.002016,0.002076,23037,11451100,0.00
dash,20160325,6.66,7.53,6.59,7.44,878166,42063300,7.06
monero,20160325,1.69,1.75,1.58,1.60,742739,19285200,1.67
verge,20160325,0.000100,0.000159,0.000080,0.000134,110896,1019650,0.00
siacoin,20160325,0.000146,0.000155,0.000141,0.000142,40421,1735830,0.00
bytecoin-bcn,20160325,0.000065,0.000065,0.000046,0.000050,20886,11659800,0.00
bitshares,20160325,0.005822,0.006126,0.005753,0.006124,178424,14840700,0.01
dogecoin,20160325,0.000215,0.000217,0.000213,0.000214,107350,22270900,0.00
tether,20160325,0.999973,1.00,0.999973,1.00,32068,1451550,1.00
digibyte,20160325,0.000321,0.000475,0.000321,0.000450,460064,1977010,0.00
augur,20160325,11.63,11.68,11.10,11.51,36710,,11.39
decred,20160325,1.92,2.19,1.88,2.05,14750,2311280,2.04
nexus,20160325,0.002869,0.002879,0.002863,0.002866,15,99346,0.00
reddcoin,20160325,0.000038,0.000042,0.000035,0.000038,39899,1079490,0.00
pivx,20160325,0.004862,0.006031,0.004656,0.005300,3528,90186,0.01
factom,20160325,1.80,1.92,1.78,1.83,288682,15720900,1.85
monacoin,20160325,0.062322,0.064904,0.062037,0.064049,3378,1914590,0.06
digitalnote,20160325,0.000089,0.000117,0.000089,0.000112,19141,607982,0.00
nxt,20160325,0.008071,0.008146,0.007874,0.008079,33439,8071190,0.01
bitcoindark,20160325,1.20,1.29,1.18,1.27,5925,1508790,1.23
maidsafecoin,20160325,0.097493,0.101660,0.094166,0.097672,335060,44120900,0.10
syscoin,20160325,0.008344,0.008760,0.008265,0.008330,147800,3577580,0.01
paccoin,20160325,1.2e-08,1.7e-08,1.2e-08,1.6e-08,14,,0.00
gamecredits,20160325,0.052909,0.052924,0.038027,0.047977,62699,2853960,0.05
vertcoin,20160325,0.055892,0.056897,0.052194,0.055928,11877,1289790,0.05
blocknet,20160325,0.204943,0.257009,0.183918,0.247056,35914,801433,0.22
bitbay,20160325,0.000313,0.000383,0.000300,0.000357,1040,313764,0.00
ubiq,20160325,0.038512,0.053411,0.038512,0.053400,4442,136467,0.05
nav-coin,20160325,0.003789,0.004562,0.003674,0.004016,2722,225811,0.00
emercoin,20160325,0.248616,0.248676,0.215528,0.234916,15139,9284610,0.23
einsteinium,20160325,0.000545,0.000592,0.000419,0.000526,3069,106890,0.00
burst,20160325,0.000217,0.000238,0.000217,0.000231,1137,296697,0.00
viacoin,20160325,0.011666,0.011870,0.011043,0.011510,1493,238412,0.01
