coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20130915,129.40,131.44,128.26,130.37,,1514140000,129.85
bitcoin,20130915,129.40,131.44,128.26,130.37,,1514140000,129.85
ripple,20130915,0.006349,0.006516,0.006349,0.006472,,49633200,0.01
litecoin,20130915,2.59,2.72,2.55,2.64,,54890100,2.63
peercoin,20130915,0.192806,0.194594,0.188968,0.194251,,3913730,0.19
feathercoin,20130915,0.133282,0.134539,0.128350,0.131674,,2144180,0.13
namecoin,20130915,0.588770,0.609935,0.583163,0.593184,,3891210,0.60
primecoin,20130915,0.313795,0.374377,0.289874,0.345481,,651242,0.33
goldcoin,20130915,0.004789,0.005881,0.004508,0.005163,,127973,0.01
novacoin,20130915,3.53,3.67,3.50,3.57,,1395780,3.58
quark,20130915,0.000212,0.000223,0.000154,0.000198,,44190,0.00
ixcoin,20130915,0.008925,0.009627,0.007722,0.007770,,137552,0.01
terracoin,20130915,0.183748,0.186523,0.166655,0.178607,,685191,0.18
anoncoin,20130915,0.235508,0.287317,0.230874,0.286805,,102657,0.26
worldcoin,20130915,0.004335,0.005229,0.003976,0.004550,,88587,0.00
cryptogenic-bullion,20130915,0.342910,0.368927,0.314448,0.324105,,264412,0.34
fastcoin,20130915,0.001179,0.001325,0.001104,0.001185,,29406,0.00
megacoin,20130915,0.008301,0.009089,0.007173,0.007821,,152308,0.01
zetacoin,20130915,0.000679,0.000708,0.000608,0.000631,,82483,0.00
digitalcoin,20130915,0.017737,0.018266,0.015601,0.017479,,151247,0.02
bitbar,20130915,1.68,1.68,1.47,1.54,,9574,1.57
phoenixcoin,20130915,0.005181,0.005181,0.004675,0.004701,,17994,0.00
emerald,20130915,0.001329,0.001801,0.001324,0.001507,,2917,0.00
argentum,20130915,0.012298,0.014072,0.009870,0.009975,,4808,0.01
globalcoin,20130915,0.000184,0.000271,0.000181,0.000196,,2850,0.00
bitgem,20130915,0.222582,0.279779,0.220621,0.227262,,4496,0.25
spots,20130915,0.002460,0.002499,0.001585,0.001634,,2941,0.00
yacoin,20130915,0.005694,0.006656,0.005587,0.005606,,39626,0.01
mincoin,20130915,0.056936,0.063980,0.056905,0.059188,,74986,0.06
freicoin,20130915,0.005176,0.005187,0.004063,0.004693,,138001,0.00
franko,20130915,0.198066,0.204952,0.193611,0.194251,,10997,0.20
infinitecoin,20130915,0.000002,0.000002,0.000002,0.000002,,159839,0.00
elacoin,20130915,0.088045,0.089433,0.058308,0.058667,,2009,0.07
casinocoin,20130915,0.001307,0.001552,0.001306,0.001369,,3467,0.00
