coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20170816,4200.34,4381.23,3994.42,4376.63,2272040000,69342700000,4187.82
ethereum,20170816,289.82,303.41,285.38,302.27,967643000,27249700000,294.39
ripple,20170816,0.161238,0.161726,0.153087,0.160431,107920000,6182490000,0.16
bitcoin-cash,20170816,297.97,307.62,290.21,300.21,106436000,4914350000,298.91
nem,20170816,0.249098,0.271480,0.246080,0.258012,10039900,2241880000,0.26
litecoin,20170816,43.37,45.06,42.57,44.15,120765000,2275660000,43.81
stellar,20170816,0.017378,0.018562,0.017127,0.017702,8427430,191837000,0.02
iota,20170816,0.914727,1.05,0.878567,1.05,52081500,2542510000,0.96
dash,20170816,203.85,233.53,198.92,232.02,63100100,1527710000,216.22
neo,20170816,46.98,51.24,44.69,45.54,170273000,2349050000,47.97
monero,20170816,48.77,49.09,47.03,48.78,12423400,728672000,48.06
eos,20170816,1.64,1.64,1.59,1.60,24022000,468739000,1.61
qtum,20170816,14.67,15.42,14.15,14.35,59126000,865463000,14.79
lisk,20170816,2.17,2.25,2.11,2.24,5825960,240927000,2.18
raiblocks,20170816,0.102683,0.150120,0.098296,0.150120,220660,10714500,0.12
ethereum-classic,20170816,13.69,14.66,13.52,14.19,77467600,1294140000,14.09
verge,20170816,0.002658,0.002873,0.002319,0.002505,3085850,35648600,0.00
siacoin,20170816,0.007589,0.008218,0.007303,0.007418,9653770,217215000,0.01
omisego,20170816,6.67,9.02,6.67,8.87,204580000,655537000,7.84
bytecoin-bcn,20170816,0.001406,0.001439,0.001318,0.001390,1880180,257581000,0.00
bitconnect,20170816,112.38,119.41,107.07,119.36,8065040,724865000,113.24
populous,20170816,4.72,5.85,4.15,4.81,735244,194545000,5.00
zcash,20170816,211.92,218.01,206.16,216.75,17198100,417382000,212.08
stratis,20170816,6.13,6.62,5.97,6.05,19390300,603644000,6.29
bitshares,20170816,0.150126,0.150126,0.141612,0.141804,23043800,390011000,0.15
binance-coin,20170816,1.12,1.45,1.08,1.44,31363100,111969000,1.27
dogecoin,20170816,0.001732,0.001798,0.001700,0.001774,3874060,191631000,0.00
ardor,20170816,0.131122,0.139259,0.126490,0.130130,1385440,130991000,0.13
dentacoin,20170816,0.000166,0.000261,0.000160,0.000220,30299,2690770,0.00
status,20170816,0.060768,0.063110,0.059068,0.059871,11186700,210895000,0.06
steem,20170816,1.13,1.21,1.10,1.18,1002990,270430000,1.16
tether,20170816,0.998963,1.01,0.991915,1.00,121473000,319170000,1.00
waves,20170816,4.80,4.96,4.58,4.83,2607640,479668000,4.77
digibyte,20170816,0.014421,0.015539,0.013548,0.013703,11785400,126076000,0.01
augur,20170816,21.10,21.39,20.31,21.39,1640180,232139000,20.85
dent,20170816,0.000843,0.000909,0.000659,0.000799,57105,8776510,0.00
0x,20170816,0.111725,0.280031,0.103962,0.224399,5232600,67034800,0.19
komodo,20170816,1.28,1.35,1.16,1.33,736582,128982000,1.25
golem-network-tokens,20170816,0.265910,0.277162,0.258838,0.268373,3880890,221511000,0.27
veritaseum,20170816,121.22,124.85,114.38,120.40,276008,243726000,119.61
basic-attention-token,20170816,0.195755,0.218762,0.187434,0.218762,3915400,195755000,0.20
ark,20170816,1.74,1.85,1.41,1.57,8270920,168867000,1.63
funfair,20170816,0.024498,0.027794,0.024089,0.025873,1100330,94057500,0.03
experience-points,20170816,0.000003,0.000004,0.000002,0.000003,4440,418462,0.00
decred,20170816,30.05,30.21,24.51,26.27,1203980,166699000,27.36
ethos,20170816,0.709933,0.973068,0.684649,0.961564,1380050,50228700,0.83
nexus,20170816,1.57,1.71,1.47,1.64,711771,81275300,1.59
reddcoin,20170816,0.001328,0.001528,0.001191,0.001275,3456280,37967100,0.00
pivx,20170816,1.91,2.04,1.80,1.91,776786,103296000,1.92
factom,20170816,17.63,19.42,16.92,19.35,3078360,154213000,18.17
aeternity,20170816,1.07,1.49,0.937820,1.49,18485,,1.21
monacoin,20170816,0.383467,0.425439,0.380398,0.407949,99037,20421300,0.40
bytom,20170816,0.277113,0.328578,0.270708,0.303196,20149800,182458000,0.30
gas,20170816,32.62,37.43,31.50,36.98,4410840,95474300,34.47
digitalnote,20170816,0.002226,0.002397,0.002093,0.002267,1390470,15326900,0.00
nxt,20170816,0.109995,0.115183,0.107402,0.109320,7053980,109885000,0.11
bitcoindark,20170816,58.90,60.37,54.68,60.06,95445,75919200,57.52
byteball,20170816,346.83,428.06,333.72,390.82,2083310,182548000,380.89
maidsafecoin,20170816,0.393828,0.411506,0.378887,0.411506,2289320,178228000,0.40
syscoin,20170816,0.109778,0.118262,0.106058,0.108916,836332,57836100,0.11
iconomi,20170816,2.89,3.05,2.77,2.90,1494230,250865000,2.91
santiment,20170816,0.297129,0.323269,0.288701,0.299886,1571850,17448000,0.31
digixdao,20170816,76.04,83.29,74.35,82.70,910398,152089000,78.82
tenx,20170816,4.15,4.95,4.11,4.69,38520100,434405000,4.53
zcoin,20170816,11.34,11.96,10.36,10.66,1036450,31515600,11.16
gnosis-gno,20170816,177.18,187.52,175.18,186.12,1553410,195713000,181.35
paccoin,20170816,1.2e-07,1.2e-07,1.1e-07,1.2e-07,2322,,0.00
civic,20170816,0.594178,0.641520,0.584544,0.622938,11901600,202021000,0.61
bancor,20170816,2.60,2.75,2.50,2.75,3129120,106194000,2.62
gamecredits,20170816,2.21,2.28,2.03,2.14,2497870,141032000,2.15
zclassic,20170816,1.28,1.35,1.20,1.30,31379,2320710,1.27
storj,20170816,1.41,1.44,1.34,1.34,5151320,105200000,1.39
pillar,20170816,0.124252,0.142882,0.116304,0.142882,276999,69581100,0.13
gxshares,20170816,4.83,5.18,4.81,4.97,12826700,,4.99
vertcoin,20170816,0.436286,0.451604,0.416088,0.435869,792106,16834300,0.43
skycoin,20170816,3.55,4.21,3.48,4.13,60260,20702800,3.84
blocknet,20170816,14.37,14.68,13.13,14.66,109641,56969800,13.91
bitbay,20170816,0.019329,0.019997,0.016865,0.018406,149141,19477500,0.02
xtrabytes,20170816,0.009415,0.019554,0.008954,0.019554,77838,6120070,0.01
ubiq,20170816,1.29,2.09,1.20,1.84,4549090,48562800,1.65
monaco,20170816,2.90,7.79,2.89,7.65,18479900,28494200,5.34
nav-coin,20170816,0.255205,0.296320,0.251668,0.272074,474470,15727700,0.27
singulardtv,20170816,0.166516,0.170515,0.152261,0.166815,840844,99909500,0.16
aragon,20170816,2.44,2.60,2.38,2.54,750076,81867900,2.49
smartcash,20170816,0.018097,0.018286,0.014350,0.016339,3820,4287740,0.02
edgeless,20170816,0.862138,0.898277,0.752963,0.809808,1849520,70735300,0.83
centra,20170816,0.513727,0.806190,0.353070,0.564149,6583,1686180,0.58
district0x,20170816,0.140152,0.167440,0.124014,0.148395,4019170,84091100,0.15
sonm,20170816,0.066074,0.080923,0.066074,0.076813,397194,21894400,0.07
emercoin,20170816,0.970141,1.02,0.921578,0.947309,286526,39346500,0.97
rlc,20170816,0.700098,0.706283,0.605291,0.681884,415860,55357300,0.66
adx-net,20170816,0.862125,1.60,0.650087,1.41,38982600,34485000,1.13
einsteinium,20170816,0.047891,0.049322,0.043875,0.046479,437461,10210300,0.05
particl,20170816,10.26,10.39,9.14,9.44,511992,78736300,9.77
firstblood,20170816,0.732387,0.773771,0.696584,0.721087,3225710,62661900,0.74
burst,20170816,0.007112,0.008480,0.006688,0.006909,1118630,12803800,0.01
triggers,20170816,0.110821,0.173538,0.106441,0.130996,154543,3557980,0.14
viacoin,20170816,0.999564,1.14,0.961066,1.09,517465,22779700,1.05
flash,20170816,0.003697,0.004119,0.002667,0.004118,294,,0.00
mobilego,20170816,1.14,1.24,1.06,1.23,953474,111362000,1.15
wings,20170816,0.565209,0.633853,0.551347,0.628566,621951,50704000,0.59
metaverse,20170816,3.75,3.75,3.49,3.59,444824,84754200,3.62
peercoin,20170816,1.64,1.73,1.55,1.65,642336,39874800,1.64
counterparty,20170816,13.25,13.91,11.73,12.15,677622,34679200,12.82
melon,20170816,76.09,83.74,74.92,83.08,334109,45610000,79.33
zencash,20170816,5.82,6.42,5.28,5.57,202633,11175800,5.85
decent,20170816,1.46,1.57,1.31,1.53,4113430,74821500,1.44
quantum-resistant-ledger,20170816,0.474024,0.475872,0.419394,0.445206,452610,24649200,0.45
hempcoin,20170816,0.007394,0.008094,0.007150,0.007600,34860,1656610,0.01
library-credit,20170816,0.356311,0.396552,0.344932,0.364546,1747380,24416000,0.37
mooncoin,20170816,0.000072,0.000072,0.000043,0.000047,10083,15993900,0.00
rise,20170816,0.109242,0.123542,0.092036,0.101045,209106,11731200,0.11
coindash,20170816,0.216801,0.223659,0.195008,0.200435,7904900,,0.21
agoras-tokens,20170816,0.457283,0.516580,0.434841,0.497013,91666,19205900,0.48
cloakcoin,20170816,4.53,4.85,4.34,4.54,270677,23029800,4.59
wagerr,20170816,0.103779,0.116750,0.098114,0.109902,80301,18991600,0.11
aeon,20170816,0.627752,0.680138,0.601893,0.639939,44682,9187110,0.64
metal,20170816,7.18,9.57,6.79,9.57,1803970,138561000,8.18
asch,20170816,0.918150,1.03,0.822196,0.836430,6584330,68861200,0.93
shift,20170816,1.01,1.13,0.953104,1.10,174002,11202400,1.04
voxels,20170816,0.055324,0.062521,0.053247,0.058865,146983,11618100,0.06
jinn,20170816,187.70,197.00,183.37,184.46,7563,11018400,190.19
groestlcoin,20170816,0.118118,0.131283,0.107443,0.130489,281639,8052620,0.12
cofound-it,20170816,0.172097,0.225871,0.169073,0.197073,1649020,55931500,0.20
gulden,20170816,0.076453,0.081255,0.071425,0.075600,79268,26829500,0.08
adtoken,20170816,0.058551,0.078482,0.055836,0.078482,825304,35130700,0.07
ixledger,20170816,0.223679,0.319803,0.223679,0.299397,107231,8002990,0.27
lunyr,20170816,14.93,16.79,14.93,15.24,3072980,34314700,15.86
pura,20170816,0.249185,0.274466,0.238391,0.272313,948246,,0.26
trust,20170816,0.242580,0.248876,0.217221,0.237922,554269,22353200,0.23
feathercoin,20170816,0.053097,0.055579,0.052814,0.053807,998526,9134500,0.05
guppy,20170816,0.191978,0.206193,0.182287,0.202989,519286,14398400,0.19
salus,20170816,14.44,16.02,13.63,15.16,35020,14496800,14.82
spectrecoin,20170816,0.169069,0.189611,0.157160,0.174362,16584,3456850,0.17
supernet-unity,20170816,17.77,18.65,17.37,17.47,1984,14497300,18.01
humaniq,20170816,0.205212,0.205212,0.178409,0.179171,519066,33420500,0.19
iocoin,20170816,2.09,2.38,1.93,2.37,226203,34116200,2.15
pascal-coin,20170816,0.423555,0.453885,0.396018,0.439290,81389,5263980,0.42
taas,20170816,3.31,3.56,3.22,3.53,269044,26926100,3.39
mercury,20170816,0.014789,0.015527,0.013754,0.014005,8,1478930,0.01
synereo,20170816,0.231495,0.243555,0.223011,0.230301,335618,19041900,0.23
namecoin,20170816,1.87,2.25,1.70,1.76,326922,27515900,1.98
eccoin,20170816,0.000208,0.000249,0.000163,0.000220,15949,5163650,0.00
mysterium,20170816,1.68,1.87,1.57,1.87,491958,32713800,1.72
pepe-cash,20170816,0.013335,0.014229,0.011596,0.013514,65926,9359690,0.01
potcoin,20170816,0.132936,0.140450,0.122018,0.140450,264588,28934200,0.13
newyorkcoin,20170816,0.000019,0.000024,0.000015,0.000019,1119,1152600,0.00
bitcny,20170816,0.141736,0.148443,0.138866,0.145658,271882,11360400,0.14
elastic,20170816,0.650036,0.662331,0.537612,0.596556,1390910,55178800,0.60
tokencard,20170816,1.10,1.60,1.03,1.59,974519,26077600,1.31
solarcoin,20170816,0.187178,0.194555,0.178166,0.190953,25433,6696640,0.19
nolimitcoin,20170816,0.178100,0.222538,0.168341,0.217927,126550,36198800,0.20
crown,20170816,0.787794,0.903698,0.749610,0.827097,61509,11679700,0.83
sibcoin,20170816,1.13,1.21,1.04,1.13,71302,17238900,1.12
dimecoin,20170816,0.000019,0.000019,0.000011,0.000014,1854,10010800,0.00
blocktix,20170816,0.386513,0.399141,0.244509,0.304793,21566,15460500,0.32
nimiq,20170816,1.37,1.74,1.33,1.73,473570,14345800,1.54
diamond,20170816,4.49,4.57,4.15,4.39,45007,10013800,4.36
blackcoin,20170816,0.239053,0.241498,0.224350,0.228762,448875,18242900,0.23
lomocoin,20170816,0.066960,0.073628,0.063807,0.066014,938108,14273000,0.07
suncontract,20170816,0.053535,0.084048,0.052325,0.083599,663256,5255340,0.07
gridcoin,20170816,0.030853,0.031785,0.029398,0.030675,60898,12042300,0.03
e-coin,20170816,3.60,3.95,3.22,3.91,220431,12993200,3.58
myriad,20170816,0.002347,0.002468,0.002212,0.002393,362108,3531830,0.00
ecobit,20170816,0.037442,0.038380,0.033812,0.038262,20150,16641000,0.04
ion,20170816,1.91,1.92,1.63,1.79,142180,29717200,1.77
faircoin,20170816,0.475393,0.574880,0.411913,0.505183,184072,25288000,0.49
expanse,20170816,2.08,2.10,1.94,2.06,234158,16356000,2.02
nushares,20170816,0.000669,0.000714,0.000604,0.000661,5157,1808730,0.00
