coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20131226,683.94,777.75,683.94,761.98,,8326270000,730.85
bitcoin,20131226,683.94,777.75,683.94,761.98,,8326270000,730.85
ripple,20131226,0.022097,0.024891,0.022097,0.024385,,172756000,0.02
litecoin,20131226,21.65,25.42,21.65,24.76,,525226000,23.54
dogecoin,20131226,0.000588,0.000706,0.000543,0.000602,,8217120,0.00
nxt,20131226,0.064000,0.102100,0.057583,0.084504,,64000300,0.08
peercoin,20131226,3.45,4.06,3.45,3.98,,72271100,3.75
feathercoin,20131226,0.294094,0.382155,0.287872,0.365750,,8093450,0.34
namecoin,20131226,4.58,5.42,4.58,5.33,,34720700,5.00
diamond,20131226,2.05,2.32,1.85,2.29,,395419,2.08
omni,20131226,133.37,190.05,133.37,186.70,,82618500,161.71
florincoin,20131226,0.022968,0.025423,0.017280,0.019980,,803634,0.02
primecoin,20131226,2.36,2.82,2.30,2.75,,8803020,2.56
unobtanium,20131226,7.62,10.96,7.62,9.37,,831470,9.29
goldcoin,20131226,0.058833,0.058833,0.050361,0.056767,,1708960,0.05
sexcoin,20131226,0.022778,0.026486,0.022311,0.024574,,1094080,0.02
novacoin,20131226,12.79,14.63,12.76,14.36,,6824150,13.70
quark,20131226,0.092852,0.121411,0.087205,0.115707,,22915800,0.10
ixcoin,20131226,0.116283,0.140423,0.116283,0.129925,,2010460,0.13
terracoin,20131226,0.430882,0.532915,0.430882,0.510527,,2037090,0.48
anoncoin,20131226,4.65,5.32,4.19,5.20,,2854150,4.76
worldcoin,20131226,0.379012,0.531804,0.378176,0.528738,,14034400,0.45
netcoin,20131226,0.012154,0.013101,0.010784,0.011651,,2266380,0.01
cryptogenic-bullion,20131226,2.22,2.57,2.12,2.47,,2051550,2.34
fastcoin,20131226,0.018760,0.025177,0.018760,0.024414,,887810,0.02
megacoin,20131226,0.535812,0.878465,0.527766,0.838330,,11486300,0.70
zetacoin,20131226,0.034081,0.036725,0.029844,0.036080,,5422750,0.03
digitalcoin,20131226,0.259897,0.297683,0.221492,0.263363,,3048810,0.26
hobonickels,20131226,0.068394,0.086862,0.059964,0.080389,,152863,0.07
i0coin,20131226,0.020860,0.027237,0.020860,0.026684,,418190,0.02
deutsche-emark,20131226,0.430882,0.452516,0.304792,0.304792,,1164700,0.38
bitbar,20131226,34.78,40.70,34.74,39.98,,301917,37.72
phoenixcoin,20131226,0.033363,0.034839,0.028206,0.031203,,251849,0.03
orbitcoin,20131226,0.187700,0.232692,0.185082,0.217187,,202741,0.21
joulecoin,20131226,0.043772,0.055915,0.043576,0.053179,,120746,0.05
tagcoin,20131226,0.759242,0.901792,0.714990,0.800285,,424931,0.81
tigercoin,20131226,0.016327,0.023539,0.016327,0.020901,,362914,0.02
argentum,20131226,0.379580,0.429909,0.322133,0.419188,,198526,0.38
globalcoin,20131226,0.014363,0.016755,0.014206,0.016230,,367915,0.02
philosopher-stones,20131226,0.149783,0.177961,0.149783,0.165517,,229038,0.16
yacoin,20131226,0.052629,0.058596,0.048756,0.057468,,702233,0.05
mincoin,20131226,0.312273,0.387486,0.312273,0.384701,,462895,0.35
freicoin,20131226,0.075233,0.085475,0.072046,0.078484,,2615360,0.08
franko,20131226,1.80,2.66,1.60,2.23,,157161,2.13
infinitecoin,20131226,0.000059,0.000082,0.000058,0.000074,,5304540,0.00
elacoin,20131226,0.889341,1.43,0.632221,0.991412,,54050,1.03
betacoin,20131226,0.081389,0.111996,0.060251,0.105687,,359573,0.09
casinocoin,20131226,0.031537,0.045930,0.031537,0.042328,,202685,0.04
