coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20141226,319.15,331.42,316.63,327.92,16410500,4355750000,324.02
bitcoin,20141226,319.15,331.42,316.63,327.92,16410500,4355750000,324.02
ripple,20141226,0.024146,0.025394,0.024146,0.025308,2011780,748000000,0.02
litecoin,20141226,2.70,2.81,2.68,2.78,2088360,94618000,2.75
stellar,20141226,0.005788,0.006286,0.005742,0.006213,125258,20570100,0.01
dash,20141226,1.82,2.07,1.78,2.03,81565,9051380,1.92
monero,20141226,0.456171,0.458636,0.428161,0.433700,35090,2451960,0.44
verge,20141226,0.000006,0.000006,0.000003,0.000004,51,37267,0.00
bytecoin-bcn,20141226,0.000008,0.000009,0.000007,0.000008,4725,1278760,0.00
bitshares,20141226,0.016909,0.017391,0.016654,0.016792,152423,42237200,0.02
dogecoin,20141226,0.000187,0.000193,0.000183,0.000190,303287,18107900,0.00
digibyte,20141226,0.000036,0.000043,0.000036,0.000043,538,102640,0.00
reddcoin,20141226,0.000038,0.000038,0.000032,0.000033,8918,1043950,0.00
monacoin,20141226,0.028500,0.030247,0.028082,0.028885,1575,436898,0.03
digitalnote,20141226,0.000052,0.000069,0.000049,0.000062,14906,353449,0.00
nxt,20141226,0.017289,0.017952,0.017009,0.017188,21258,17288600,0.02
bitcoindark,20141226,1.60,1.70,1.46,1.67,2436,1912910,1.58
maidsafecoin,20141226,0.055328,0.058907,0.053931,0.056393,32080,25038600,0.06
syscoin,20141226,0.000367,0.000548,0.000358,0.000523,6672,143573,0.00
gamecredits,20141226,0.000699,0.000808,0.000583,0.000587,2310,28497,0.00
vertcoin,20141226,0.022591,0.024498,0.021807,0.023735,948,235229,0.02
blocknet,20141226,0.047066,0.047267,0.044557,0.044557,252,,0.05
bitbay,20141226,0.000209,0.000227,0.000202,0.000202,2541,209344,0.00
ubiq,20141226,0.006677,0.008188,0.005770,0.006941,113,22170,0.01
nav-coin,20141226,0.001157,0.001278,0.000991,0.001273,54,66808,0.00
emercoin,20141226,0.007025,0.009926,0.006481,0.007542,41,238444,0.01
einsteinium,20141226,0.000389,0.000406,0.000373,0.000385,488,61544,0.00
burst,20141226,0.000569,0.000581,0.000482,0.000557,671,253963,0.00
viacoin,20141226,0.033314,0.040210,0.033071,0.033890,1671,425408,0.04
peercoin,20141226,0.556621,0.629732,0.553309,0.616540,99524,12226100,0.59
counterparty,20141226,4.21,4.48,4.08,4.17,6555,11136300,4.28
hempcoin,20141226,0.000061,0.000083,0.000059,0.000082,10,8623,0.00
mooncoin,20141226,5.1e-07,6.4e-07,4.9e-07,6.3e-07,1374,100713,0.00
cloakcoin,20141226,0.006263,0.006826,0.006263,0.006629,110,28459,0.01
jinn,20141226,6.31,6.92,6.21,6.86,288,631020,6.56
groestlcoin,20141226,0.000194,0.000466,0.000190,0.000236,2719,10433,0.00
gulden,20141226,0.001555,0.001694,0.001526,0.001589,1171,291046,0.00
feathercoin,20141226,0.016894,0.018285,0.016036,0.018011,1220,1110380,0.02
supernet-unity,20141226,4.95,5.25,4.90,5.14,5719,4039920,5.08
iocoin,20141226,0.002418,0.002507,0.002039,0.002460,328,39029,0.00
namecoin,20141226,0.719057,0.759983,0.711542,0.749234,17524,7589470,0.74
eccoin,20141226,0.000002,0.000002,0.000001,0.000001,4,28089,0.00
potcoin,20141226,0.001075,0.001091,0.000980,0.001010,1902,185830,0.00
newyorkcoin,20141226,6.2e-08,1e-07,5.4e-08,1e-07,96,6065,0.00
bitcny,20141226,0.162764,0.164891,0.160107,0.161266,83,72134,0.16
solarcoin,20141226,0.004787,0.005423,0.004787,0.004919,143,160810,0.01
crown,20141226,0.003511,0.005016,0.001005,0.003279,43,9095,0.00
dimecoin,20141226,1.4e-07,1.4e-07,1.1e-07,1.4e-07,19,40454,0.00
diamond,20141226,0.150008,0.159672,0.149408,0.154351,99,114679,0.15
blackcoin,20141226,0.028146,0.030434,0.027653,0.029012,45154,2103690,0.03
myriad,20141226,0.000067,0.000076,0.000067,0.000072,301,59204,0.00
faircoin,20141226,0.006559,0.006564,0.004264,0.005903,59,335429,0.01
nushares,20141226,0.005945,0.006490,0.005497,0.006300,31543,3602670,0.01
mintcoin,20141226,0.000006,0.000010,0.000006,0.000009,141,129108,0.00
omni,20141226,2.63,2.72,2.63,2.69,39,1483710,2.67
monetaryunit,20141226,0.000041,0.000042,0.000039,0.000039,7,1820,0.00
whitecoin,20141226,0.000265,0.000271,0.000170,0.000242,363,80624,0.00
neoscoin,20141226,0.006010,0.008817,0.005885,0.006432,124,19784,0.01
earthcoin,20141226,0.000013,0.000013,0.000010,0.000010,24,73882,0.00
okcash,20141226,0.000153,0.000162,0.000120,0.000160,19,5648,0.00
fedoracoin,20141226,2.1e-07,2.2e-07,1.8e-07,1.9e-07,170,58279,0.00
foldingcoin,20141226,0.000123,0.000127,0.000123,0.000125,25,123236,0.00
rubycoin,20141226,0.002336,0.002336,0.001383,0.002091,97,51275,0.00
vericoin,20141226,0.010709,0.011418,0.010423,0.011349,393,288505,0.01
pinkcoin,20141226,0.000235,0.000253,0.000232,0.000250,13,85583,0.00
florincoin,20141226,0.000191,0.000219,0.000190,0.000211,40,16048,0.00
clams,20141226,1.06,1.15,0.997015,1.10,4860,413658,1.07
stealthcoin,20141226,0.007783,0.008272,0.006620,0.006833,750,166593,0.01
noblecoin,20141226,0.000038,0.000043,0.000036,0.000041,641,94744,0.00
energycoin,20141226,0.000109,0.000116,0.000087,0.000115,73,12306,0.00
carboncoin,20141226,4.2e-07,0.000003,4.2e-07,0.000003,2,6105,0.00
zeitcoin,20141226,0.000002,0.000003,0.000002,0.000003,26,70827,0.00
pandacoin-pnd,20141226,0.000016,0.000017,0.000013,0.000017,409,515270,0.00
spreadcoin,20141226,0.094192,0.157914,0.088197,0.110973,4307,131652,0.12
artbyte,20141226,0.000080,0.000105,0.000078,0.000083,40,30891,0.00
bitusd,20141226,1.01,1.02,0.993926,1.00,3557,939671,1.01
curecoin,20141226,0.009718,0.011283,0.009510,0.009535,38,244388,0.01
bitmark,20141226,0.182049,0.200388,0.171928,0.194811,398,168814,0.19
primecoin,20141226,0.094301,0.103263,0.094031,0.096019,7470,789361,0.10
boolberry,20141226,0.030080,0.034790,0.028123,0.030787,316,77060,0.03
dopecoin,20141226,0.000086,0.000116,0.000086,0.000115,0,11378,0.00
unobtanium,20141226,1.88,2.01,1.69,1.82,2862,361973,1.85
cannabiscoin,20141226,0.003741,0.003863,0.003356,0.003747,2541,270084,0.00
pesetacoin,20141226,0.000938,0.000948,0.000858,0.000885,143,78530,0.00
hyperstake,20141226,0.001050,0.001067,0.000948,0.000990,302,74076,0.00
goldcoin,20141226,0.005584,0.005703,0.005327,0.005687,122,187722,0.01
bitcoin-plus,20141226,0.319114,0.328515,0.316589,0.327101,3,17663,0.32
