coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20140711,616.66,632.09,615.77,632.00,16467100,8019000000,623.93
bitcoin,20140711,616.66,632.09,615.77,632.00,16467100,8019000000,623.93
ripple,20140711,0.004074,0.004338,0.004073,0.004298,406560,31851000,0.00
litecoin,20140711,7.80,7.96,7.79,7.85,1996570,234694000,7.88
dash,20140711,6.77,6.98,6.48,6.52,354126,30178400,6.73
monero,20140711,1.86,1.92,1.72,1.79,116666,3746700,1.82
bytecoin-bcn,20140711,0.000049,0.000062,0.000043,0.000051,10528,7760190,0.00
dogecoin,20140711,0.000264,0.000275,0.000261,0.000273,366291,22874400,0.00
digibyte,20140711,0.000193,0.000238,0.000191,0.000207,1517,237492,0.00
reddcoin,20140711,0.000065,0.000067,0.000058,0.000066,4709,1720730,0.00
monacoin,20140711,0.051800,0.075480,0.048197,0.063213,2373,485753,0.06
digitalnote,20140711,0.000018,0.000032,0.000018,0.000025,2491,72740,0.00
nxt,20140711,0.046429,0.048912,0.044158,0.048723,139752,46428600,0.05
maidsafecoin,20140711,0.022016,0.035695,0.021826,0.035033,62840,9963530,0.03
vertcoin,20140711,0.325932,0.333108,0.309063,0.314622,21100,1944980,0.32
nav-coin,20140711,0.005765,0.009044,0.004724,0.008237,58833,313104,0.01
einsteinium,20140711,0.000579,0.000664,0.000487,0.000598,1100,66371,0.00
peercoin,20140711,1.36,1.42,1.36,1.41,48797,29363200,1.39
counterparty,20140711,2.37,2.44,2.25,2.44,4937,6276810,2.34
hempcoin,20140711,0.000444,0.000455,0.000443,0.000455,161,45538,0.00
mooncoin,20140711,3.1e-07,4e-07,2.3e-07,3.1e-07,821,40616,0.00
cloakcoin,20140711,0.719120,0.722537,0.531210,0.636978,318604,3246420,0.63
groestlcoin,20140711,0.001146,0.001151,0.000972,0.000976,324,55918,0.00
gulden,20140711,0.000471,0.000553,0.000469,0.000494,359,37449,0.00
feathercoin,20140711,0.042374,0.043111,0.037440,0.038062,6674,2068730,0.04
namecoin,20140711,1.81,1.83,1.78,1.82,28420,16865800,1.81
eccoin,20140711,0.000003,0.000004,0.000003,0.000003,48,49937,0.00
potcoin,20140711,0.010376,0.011043,0.010205,0.010977,9218,1354450,0.01
newyorkcoin,20140711,0.000006,0.000006,0.000006,0.000006,0,565756,0.00
solarcoin,20140711,0.002467,0.002468,0.001970,0.002022,92,57318,0.00
dimecoin,20140711,1.6e-07,2.2e-07,1.6e-07,1.6e-07,387,34749,0.00
diamond,20140711,0.168774,0.206098,0.166403,0.206071,323,81193,0.19
blackcoin,20140711,0.112752,0.114012,0.106704,0.112855,212130,8410240,0.11
myriad,20140711,0.000498,0.000582,0.000477,0.000482,3175,198533,0.00
faircoin,20140711,0.000999,0.001250,0.000588,0.000948,441,49969,0.00
mintcoin,20140711,0.000026,0.000033,0.000025,0.000029,529,497348,0.00
omni,20140711,14.39,15.86,13.68,15.63,3505,8104970,14.77
whitecoin,20140711,0.000584,0.000740,0.000502,0.000576,8336,176826,0.00
earthcoin,20140711,0.000018,0.000025,0.000012,0.000019,671,69591,0.00
fedoracoin,20140711,2.4e-07,3.2e-07,2.4e-07,3.2e-07,361,66961,0.00
rubycoin,20140711,0.004200,0.005715,0.004073,0.005049,3202,86075,0.00
vericoin,20140711,0.223972,0.238841,0.202493,0.218493,291181,5999650,0.22
pinkcoin,20140711,0.000450,0.000522,0.000362,0.000422,5468,163954,0.00
