coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20131218,678.20,679.32,420.51,522.70,,8232040000,549.91
bitcoin,20131218,678.20,679.32,420.51,522.70,,8232040000,549.91
ripple,20131218,0.017971,0.018571,0.012325,0.015852,,140495000,0.02
litecoin,20131218,21.85,21.90,9.63,13.39,,525407000,15.77
dogecoin,20131218,0.000267,0.000362,0.000205,0.000362,,2160040,0.00
nxt,20131218,0.006680,0.007316,0.004487,0.006257,,6680270,0.01
peercoin,20131218,3.17,3.19,1.65,2.23,,66287900,2.42
feathercoin,20131218,0.298408,0.305694,0.134563,0.203853,,7938920,0.22
namecoin,20131218,4.12,4.13,1.96,3.00,,30922500,3.04
florincoin,20131218,0.020256,0.024046,0.008049,0.012359,,675914,0.02
primecoin,20131218,2.56,2.56,1.11,1.78,,9278220,1.83
goldcoin,20131218,0.068247,0.070729,0.032253,0.044696,,1975430,0.05
sexcoin,20131218,0.032703,0.034075,0.009816,0.014939,,1483470,0.02
novacoin,20131218,12.91,13.46,7.73,9.94,,6746080,10.60
quark,20131218,0.118841,0.119507,0.044864,0.075457,,29290500,0.08
ixcoin,20131218,0.189150,0.203751,0.075734,0.104540,,3241340,0.14
terracoin,20131218,0.406920,0.409770,0.172409,0.292712,,1892990,0.29
anoncoin,20131218,3.77,3.80,2.10,2.78,,2227780,2.95
worldcoin,20131218,0.345882,0.347310,0.135757,0.250912,,12378600,0.24
netcoin,20131218,0.004173,0.004802,0.001286,0.002480,,751369,0.00
cryptogenic-bullion,20131218,2.18,2.27,1.29,1.66,,2015060,1.78
fastcoin,20131218,0.023974,0.023974,0.008911,0.014777,,1090740,0.02
megacoin,20131218,0.447639,0.470278,0.168217,0.329306,,9544640,0.32
zetacoin,20131218,0.023622,0.027158,0.013465,0.020124,,3749550,0.02
digitalcoin,20131218,0.277777,0.277777,0.094214,0.185585,,3199180,0.19
i0coin,20131218,0.029841,0.029890,0.011546,0.016209,,597538,0.02
deutsche-emark,20131218,0.400124,0.400697,0.168046,0.229988,,966320,0.28
bitbar,20131218,45.44,47.30,20.56,35.80,,387979,33.93
phoenixcoin,20131218,0.050980,0.050980,0.015713,0.022497,,365837,0.03
tagcoin,20131218,0.615724,0.675673,0.356096,0.475662,,308191,0.52
argentum,20131218,0.420314,0.421233,0.146102,0.298984,,219627,0.28
globalcoin,20131218,0.021343,0.021629,0.006690,0.012702,,532687,0.01
philosopher-stones,20131218,0.133086,0.226234,0.086246,0.167264,,199316,0.16
spots,20131218,0.059736,0.060818,0.017139,0.036654,,192229,0.04
yacoin,20131218,0.065697,0.066209,0.033641,0.041931,,844312,0.05
mincoin,20131218,0.366988,0.366988,0.170311,0.261345,,535961,0.27
freicoin,20131218,0.088173,0.120217,0.042472,0.073178,,3039230,0.08
franko,20131218,2.71,2.71,1.35,2.09,,221963,2.03
infinitecoin,20131218,0.000030,0.000035,0.000018,0.000024,,2681570,0.00
betacoin,20131218,0.189896,0.190168,0.043175,0.103756,,765548,0.12
casinocoin,20131218,0.041370,0.041370,0.022382,0.028780,,220342,0.03
