coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20160712,648.28,675.26,646.78,664.55,138173000,10213100000,661.02
ethereum,20160712,10.45,10.76,10.43,10.52,11127700,855555000,10.59
bitcoin,20160712,648.28,675.26,646.78,664.55,138173000,10213100000,661.02
ethereum,20160712,10.45,10.76,10.43,10.52,11127700,855555000,10.59
ripple,20160712,0.006534,0.006593,0.006350,0.006350,977958,230954000,0.01
nem,20160712,0.008124,0.009512,0.008124,0.009321,1668430,73117100,0.01
litecoin,20160712,4.09,4.21,4.09,4.15,2734250,190754000,4.15
stellar,20160712,0.001817,0.002041,0.001811,0.001991,206642,9964790,0.00
dash,20160712,7.97,8.26,7.82,7.84,474628,52526000,8.04
monero,20160712,1.98,2.08,1.95,1.99,347642,24548500,2.02
lisk,20160712,0.334368,0.340208,0.314506,0.314506,993582,33436800,0.33
verge,20160712,0.000026,0.000033,0.000026,0.000027,877,314448,0.00
siacoin,20160712,0.000619,0.000629,0.000586,0.000602,408557,10028100,0.00
bytecoin-bcn,20160712,0.000046,0.000052,0.000041,0.000047,4481,8311570,0.00
bitshares,20160712,0.004669,0.005122,0.004669,0.004989,745547,11981600,0.00
dogecoin,20160712,0.000268,0.000271,0.000259,0.000265,382756,28176100,0.00
steem,20160712,0.985028,2.75,0.941051,2.75,908656,79675000,1.85
tether,20160712,1.00,1.00,1.00,1.00,888710,5952540,1.00
waves,20160712,0.216897,0.216977,0.197032,0.199753,136972,21689700,0.21
digibyte,20160712,0.000350,0.000367,0.000345,0.000351,34555,2378140,0.00
decred,20160712,1.70,1.79,1.67,1.68,19566,3591000,1.73
nexus,20160712,0.021243,0.023919,0.019702,0.022262,5075,840082,0.02
reddcoin,20160712,0.000045,0.000054,0.000044,0.000047,5138,1256520,0.00
pivx,20160712,0.003884,0.004558,0.003626,0.003636,870,153216,0.00
factom,20160712,1.41,1.48,1.35,1.45,299950,12317000,1.42
monacoin,20160712,0.051817,0.055422,0.051817,0.051868,1724,1850600,0.05
digitalnote,20160712,0.000122,0.000129,0.000119,0.000125,5130,836532,0.00
nxt,20160712,0.031892,0.034890,0.028067,0.030084,3029450,31860300,0.03
bitcoindark,20160712,1.77,1.99,1.77,1.97,2407,2254180,1.88
maidsafecoin,20160712,0.067679,0.071472,0.067359,0.070337,203847,30628500,0.07
syscoin,20160712,0.007245,0.007672,0.006981,0.007250,25633,3106200,0.01
digixdao,20160712,8.86,9.41,8.83,8.90,40415,17712000,9.12
paccoin,20160712,8.5e-09,1.1e-08,8.5e-09,1.1e-08,28,,0.00
gamecredits,20160712,0.084766,0.101782,0.083226,0.100789,137192,4745510,0.09
vertcoin,20160712,0.040569,0.043098,0.039631,0.040353,8926,936190,0.04
blocknet,20160712,0.119520,0.134399,0.103646,0.103646,471,467385,0.12
bitbay,20160712,0.000523,0.000544,0.000474,0.000535,128,525601,0.00
ubiq,20160712,0.042020,0.050955,0.040285,0.049223,2030,150861,0.05
nav-coin,20160712,0.010545,0.012646,0.010545,0.011942,8737,628500,0.01
