coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20150411,236.02,239.54,234.18,236.55,16365200,3313620000,236.86
bitcoin,20150411,236.02,239.54,234.18,236.55,16365200,3313620000,236.86
ripple,20150411,0.008515,0.008517,0.008264,0.008300,255991,271703000,0.01
nem,20150411,0.000175,0.000192,0.000143,0.000163,22846,1571870,0.00
litecoin,20150411,1.52,1.54,1.44,1.46,1329260,57945500,1.49
stellar,20150411,0.002639,0.002814,0.002540,0.002770,26596,12682400,0.00
dash,20150411,3.24,3.43,3.24,3.33,87373,17055300,3.33
monero,20150411,0.804529,0.855407,0.785581,0.827207,45289,5739570,0.82
verge,20150411,0.000014,0.000014,0.000012,0.000012,713,109635,0.00
bytecoin-bcn,20150411,0.000021,0.000024,0.000019,0.000019,275,3620110,0.00
bitshares,20150411,0.004788,0.004945,0.004429,0.004474,89138,11994000,0.00
dogecoin,20150411,0.000113,0.000115,0.000112,0.000114,33858,11183800,0.00
tether,20150411,1.00,1.00,1.00,1.00,2869,251600,1.00
digibyte,20150411,0.000110,0.000115,0.000107,0.000107,1571,434906,0.00
nexus,20150411,0.001256,0.001426,0.001247,0.001424,64,19825,0.00
reddcoin,20150411,0.000014,0.000017,0.000012,0.000016,5198,389946,0.00
monacoin,20150411,0.107412,0.108493,0.085084,0.085087,9450,1980260,0.10
digitalnote,20150411,0.000073,0.000078,0.000069,0.000071,324,500536,0.00
nxt,20150411,0.010384,0.010649,0.010069,0.010427,18207,10383800,0.01
bitcoindark,20150411,1.03,1.05,0.971595,1.04,1082,1249270,1.01
maidsafecoin,20150411,0.021754,0.022917,0.021297,0.021468,11168,9844870,0.02
syscoin,20150411,0.000398,0.000664,0.000335,0.000470,6602,161896,0.00
gamecredits,20150411,0.000555,0.000576,0.000521,0.000535,10,26880,0.00
vertcoin,20150411,0.009633,0.009702,0.009293,0.009386,278,133340,0.01
blocknet,20150411,0.025531,0.028255,0.025480,0.026219,57,255693,0.03
bitbay,20150411,0.000354,0.000372,0.000304,0.000315,2604,354338,0.00
ubiq,20150411,0.020780,0.023142,0.020022,0.021850,776,69974,0.02
nav-coin,20150411,0.006351,0.006400,0.004821,0.005805,7893,369391,0.01
einsteinium,20150411,0.000132,0.000149,0.000128,0.000136,170,22974,0.00
burst,20150411,0.000363,0.000369,0.000347,0.000366,299,264756,0.00
viacoin,20150411,0.007886,0.008037,0.007302,0.007869,272,116020,0.01
peercoin,20150411,0.250359,0.256914,0.246660,0.253114,17293,5563400,0.25
counterparty,20150411,1.03,1.07,0.992211,1.05,4278,2715240,1.03
hempcoin,20150411,0.000116,0.000135,0.000115,0.000135,3,18880,0.00
mooncoin,20150411,3.2e-07,3.2e-07,2.9e-07,2.9e-07,43,64338,0.00
cloakcoin,20150411,0.033682,0.034669,0.027993,0.028359,1033,153828,0.03
jinn,20150411,3.12,3.19,3.02,3.13,150,311514,3.10
groestlcoin,20150411,0.000260,0.000330,0.000259,0.000329,6,14666,0.00
gulden,20150411,0.001006,0.001039,0.000974,0.000975,288,226930,0.00
pura,20150411,0.000172,0.000186,0.000122,0.000122,293,3085,0.00
feathercoin,20150411,0.002148,0.002293,0.002130,0.002189,550,156261,0.00
supernet-unity,20150411,2.55,2.59,2.50,2.56,751,2077970,2.54
iocoin,20150411,0.003781,0.003977,0.003047,0.003972,137,61085,0.00
namecoin,20150411,0.332488,0.332675,0.323541,0.323541,2114,3755420,0.33
eccoin,20150411,0.000003,0.000005,0.000002,0.000002,32,48082,0.00
potcoin,20150411,0.001124,0.001205,0.001118,0.001159,2953,213747,0.00
newyorkcoin,20150411,6e-08,6.2e-08,4.6e-08,4.7e-08,1,5879,0.00
bitcny,20150411,0.164774,0.167054,0.155923,0.161493,30396,73850,0.16
solarcoin,20150411,0.003876,0.003978,0.003541,0.003594,58,130356,0.00
crown,20150411,0.001421,0.003120,0.001217,0.002366,11,5351,0.00
dimecoin,20150411,7.6e-08,9.2e-08,7.2e-08,7.3e-08,36,22811,0.00
diamond,20150411,0.120023,0.120517,0.107338,0.116286,109,119537,0.11
blackcoin,20150411,0.016621,0.018247,0.016418,0.017118,13742,1244220,0.02
gridcoin,20150411,0.000838,0.001007,0.000791,0.000945,413,299800,0.00
myriad,20150411,0.000047,0.000052,0.000047,0.000048,14,47176,0.00
faircoin,20150411,0.012622,0.012808,0.011266,0.012539,171,651382,0.01
nushares,20150411,0.003085,0.003568,0.002918,0.002937,2628,2525000,0.00
mintcoin,20150411,0.000016,0.000017,0.000014,0.000014,76,344147,0.00
omni,20150411,1.79,1.82,1.45,1.65,12,966790,1.64
monetaryunit,20150411,0.000380,0.000495,0.000378,0.000451,398,20401,0.00
whitecoin,20150411,0.000234,0.000237,0.000214,0.000215,174,71294,0.00
neoscoin,20150411,0.004163,0.004617,0.004069,0.004216,124,19747,0.00
earthcoin,20150411,0.000007,0.000009,0.000007,0.000007,63,51467,0.00
okcash,20150411,0.000066,0.000067,0.000066,0.000066,0,2856,0.00
fedoracoin,20150411,9.2e-08,1e-07,8.7e-08,8.8e-08,18,25902,0.00
foldingcoin,20150411,0.000145,0.000184,0.000099,0.000106,14,19924,0.00
rubycoin,20150411,0.003045,0.003145,0.002709,0.002867,911,67189,0.00
vericoin,20150411,0.014252,0.014622,0.013784,0.014273,341,385481,0.01
geocoin,20150411,0.023363,0.044550,0.021369,0.041872,1684,25626,0.03
pinkcoin,20150411,0.000111,0.000114,0.000111,0.000112,3,40443,0.00
circuits-of-value,20150411,0.000380,0.000382,0.000315,0.000319,302,151999,0.00
florincoin,20150411,0.000889,0.000889,0.000702,0.000813,718,74809,0.00
clams,20150411,1.57,1.60,1.46,1.56,15549,983346,1.53
stealthcoin,20150411,0.004181,0.004215,0.003809,0.004101,214,90993,0.00
noblecoin,20150411,0.000021,0.000021,0.000017,0.000021,11,47349,0.00
energycoin,20150411,0.000085,0.000086,0.000047,0.000080,87,9742,0.00
zeitcoin,20150411,0.000003,0.000003,0.000003,0.000003,67,96625,0.00
pandacoin-pnd,20150411,9.3e-07,9.6e-07,6.9e-07,8.8e-07,2,30235,0.00
bitsend,20150411,0.000295,0.000299,0.000293,0.000296,2,1587,0.00
spreadcoin,20150411,0.008770,0.009598,0.007103,0.007103,160,17414,0.01
artbyte,20150411,0.000075,0.000076,0.000069,0.000071,45,33413,0.00
bitusd,20150411,1.07,1.21,1.00,1.11,10988,408236,1.10
vcash,20150411,0.035192,0.036340,0.025694,0.028897,7683,234666,0.03
curecoin,20150411,0.007884,0.008000,0.007001,0.007144,24,198247,0.01
bitmark,20150411,0.019275,0.021363,0.017519,0.018547,49,17991,0.02
primecoin,20150411,0.020713,0.020861,0.018382,0.019612,752,198210,0.02
dotcoin,20150411,0.000052,0.000062,0.000052,0.000062,104,,0.00
boolberry,20150411,0.023659,0.026355,0.022094,0.023640,504,86410,0.02
dopecoin,20150411,0.000080,0.000081,0.000080,0.000080,16,10762,0.00
unobtanium,20150411,2.80,2.95,2.70,2.81,986,544501,2.83
cannabiscoin,20150411,0.009669,0.009956,0.008080,0.008987,11620,735594,0.01
pesetacoin,20150411,0.000172,0.000256,0.000169,0.000196,143,18721,0.00
hyperstake,20150411,0.000336,0.000344,0.000264,0.000288,396,55439,0.00
goldcoin,20150411,0.004041,0.004223,0.003482,0.003941,1760,139314,0.00
