coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20131029,198.55,204.79,198.55,204.39,,2365840000,201.67
bitcoin,20131029,198.55,204.79,198.55,204.39,,2365840000,201.67
ripple,20131029,0.005942,0.006000,0.005811,0.005998,,46453800,0.01
litecoin,20131029,2.17,2.22,2.12,2.13,,48894400,2.17
peercoin,20131029,0.397100,0.422718,0.388341,0.398560,,8187380,0.41
feathercoin,20131029,0.071478,0.073580,0.067507,0.073580,,1491380,0.07
namecoin,20131029,0.454679,0.463965,0.436810,0.457834,,3248360,0.45
primecoin,20131029,0.645288,0.824174,0.637544,0.688794,,1781940,0.73
goldcoin,20131029,0.003236,0.003350,0.003117,0.003119,,89932,0.00
novacoin,20131029,4.19,4.25,4.11,4.11,,1941210,4.18
quark,20131029,0.000103,0.000110,0.000093,0.000106,,24778,0.00
ixcoin,20131029,0.010325,0.012774,0.009918,0.012263,,167965,0.01
terracoin,20131029,0.095304,0.099965,0.083800,0.087888,,391104,0.09
anoncoin,20131029,0.260101,0.283213,0.205632,0.218699,,123901,0.24
worldcoin,20131029,0.013738,0.024308,0.012409,0.021870,,383418,0.02
cryptogenic-bullion,20131029,0.249289,0.272861,0.233357,0.249362,,218227,0.25
megacoin,20131029,0.012135,0.014307,0.011201,0.012265,,245165,0.01
zetacoin,20131029,0.000224,0.000243,0.000224,0.000239,,33874,0.00
digitalcoin,20131029,0.012096,0.014859,0.011893,0.012284,,121548,0.01
bitbar,20131029,1.13,1.14,0.060480,0.715365,,7759,0.60
phoenixcoin,20131029,0.000997,0.001028,0.000625,0.000648,,4830,0.00
emerald,20131029,0.000578,0.000695,0.000471,0.000521,,674,0.00
yacoin,20131029,0.002778,0.002839,0.002482,0.002761,,25411,0.00
mincoin,20131029,0.162813,0.408780,0.162813,0.408780,,221826,0.29
freicoin,20131029,0.005367,0.006132,0.004966,0.005519,,163167,0.01
franko,20131029,0.440787,0.467443,0.440781,0.459877,,27228,0.45
infinitecoin,20131029,9.1e-07,0.000001,9.1e-07,9.5e-07,,77673,0.00
