coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20161120,751.88,755.48,717.94,731.03,154116000,12027500000,736.71
ethereum,20161120,9.66,9.71,9.52,9.58,5173420,832050000,9.62
bitcoin,20161120,751.88,755.48,717.94,731.03,154116000,12027500000,736.71
ethereum,20161120,9.66,9.71,9.52,9.58,5173420,832050000,9.62
ripple,20161120,0.007799,0.007806,0.007626,0.007651,1875290,279729000,0.01
nem,20161120,0.003994,0.004112,0.003802,0.003943,56805,35941600,0.00
litecoin,20161120,3.97,3.97,3.90,3.92,2680300,192391000,3.94
stellar,20161120,0.001797,0.001806,0.001753,0.001760,17977,12308700,0.00
dash,20161120,8.50,8.61,8.32,8.51,837398,58585000,8.46
neo,20161120,0.169929,0.171309,0.161549,0.170999,6888,8496450,0.17
monero,20161120,6.56,6.88,6.43,6.58,3534630,87683700,6.65
lisk,20161120,0.159827,0.171019,0.158290,0.164359,174667,15982700,0.16
ethereum-classic,20161120,0.861040,0.878762,0.854087,0.858533,383441,74089000,0.87
verge,20161120,0.000023,0.000030,0.000022,0.000022,117,297744,0.00
siacoin,20161120,0.000286,0.000289,0.000275,0.000278,38556,5874280,0.00
bytecoin-bcn,20161120,0.000053,0.000053,0.000043,0.000044,6548,9565760,0.00
zcash,20161120,65.29,67.63,60.27,60.27,598211,3632640,63.95
stratis,20161120,0.079641,0.088312,0.067347,0.075914,52089,7817400,0.08
bitshares,20161120,0.004143,0.004159,0.004051,0.004071,60325,10673800,0.00
dogecoin,20161120,0.000220,0.000222,0.000215,0.000219,84047,23547400,0.00
ardor,20161120,0.009457,0.009777,0.008986,0.009219,14447,9447060,0.01
steem,20161120,0.127887,0.137230,0.115456,0.115479,85423,27759700,0.13
tether,20161120,1.00,1.00,1.00,1.00,1149160,6951590,1.00
waves,20161120,0.307578,0.308293,0.266894,0.277263,100018,30757800,0.29
digibyte,20161120,0.000271,0.000282,0.000259,0.000272,8029,2042860,0.00
augur,20161120,4.60,4.73,4.29,4.53,295331,50603400,4.51
golem-network-tokens,20161120,0.015022,0.015071,0.012973,0.014474,5520,,0.01
experience-points,20161120,4e-08,4e-08,3.9e-08,3.9e-08,4,1117,0.00
decred,20161120,0.746327,0.750466,0.689770,0.704841,14296,2354960,0.72
nexus,20161120,0.033785,0.033894,0.029908,0.030157,1157,1493070,0.03
reddcoin,20161120,0.000038,0.000043,0.000032,0.000038,1193,1065850,0.00
pivx,20161120,0.007668,0.007671,0.006295,0.006976,1064,370194,0.01
factom,20161120,2.27,2.30,2.14,2.21,600545,19854300,2.22
monacoin,20161120,0.024585,0.026364,0.024055,0.024567,1159,1025380,0.03
digitalnote,20161120,0.000173,0.000181,0.000162,0.000166,1464,1190060,0.00
nxt,20161120,0.006628,0.006706,0.006364,0.006472,35032,6621360,0.01
bitcoindark,20161120,2.98,3.26,2.98,3.22,48403,3846390,3.12
maidsafecoin,20161120,0.068812,0.072791,0.067115,0.070640,175204,31140900,0.07
syscoin,20161120,0.009081,0.010111,0.008829,0.010111,15985,4443650,0.01
iconomi,20161120,0.169652,0.187623,0.166032,0.174226,47422,14759700,0.18
digixdao,20161120,8.76,9.21,8.51,8.83,21311,17522200,8.86
zcoin,20161120,0.649674,0.705602,0.549959,0.557802,3706,267178,0.63
paccoin,20161120,3.3e-09,3.5e-09,3e-09,3.4e-09,2,,0.00
gamecredits,20161120,0.171619,0.179281,0.170115,0.173349,142317,10082300,0.17
zclassic,20161120,2.69,2.76,2.44,2.49,20105,278062,2.60
vertcoin,20161120,0.027769,0.028151,0.026307,0.026962,3376,856234,0.03
blocknet,20161120,0.195949,0.212114,0.195949,0.198597,315,766262,0.20
bitbay,20161120,0.000661,0.000664,0.000562,0.000599,4585,665572,0.00
ubiq,20161120,0.075143,0.083014,0.065419,0.077332,3941,272846,0.07
nav-coin,20161120,0.029664,0.029758,0.025635,0.028104,42784,1788990,0.03
singulardtv,20161120,0.011053,0.011482,0.009372,0.010419,3405,6631560,0.01
emercoin,20161120,0.182152,0.195430,0.179481,0.185541,9103,7096640,0.19
einsteinium,20161120,0.000940,0.001060,0.000940,0.000994,2133,192601,0.00
firstblood,20161120,0.075500,0.076949,0.073609,0.076949,18950,,0.08
burst,20161120,0.000542,0.000552,0.000457,0.000497,13764,885564,0.00
triggers,20161120,0.012601,0.012675,0.011208,0.012639,14,404579,0.01
viacoin,20161120,0.021399,0.025135,0.021070,0.022452,8169,472149,0.02
peercoin,20161120,0.247444,0.256847,0.237549,0.243415,13149,5851960,0.25
counterparty,20161120,2.25,2.28,2.12,2.21,12015,5903520,2.20
hempcoin,20161120,0.000436,0.000436,0.000365,0.000373,62,90589,0.00
library-credit,20161120,0.013897,0.014573,0.012757,0.013202,6276,371978,0.01
mooncoin,20161120,5.4e-07,0.000003,5.3e-07,0.000003,28,118761,0.00
rise,20161120,0.002916,0.002919,0.002211,0.002792,344,305167,0.00
agoras-tokens,20161120,0.146595,0.147108,0.116508,0.133729,808,6156990,0.13
cloakcoin,20161120,0.089990,0.097109,0.082471,0.091360,884,434404,0.09
aeon,20161120,0.049344,0.049522,0.043079,0.047785,110,638856,0.05
shift,20161120,0.017881,0.017896,0.012661,0.015923,2466,182990,0.02
voxels,20161120,0.008097,0.009596,0.008086,0.008991,13845,255063,0.01
jinn,20161120,8.85,8.97,8.51,8.65,121,519285,8.74
groestlcoin,20161120,0.001541,0.001884,0.001540,0.001645,40,101494,0.00
gulden,20161120,0.043542,0.045112,0.037241,0.040285,97077,14100200,0.04
pura,20161120,0.000019,0.000020,0.000015,0.000015,8,3848,0.00
feathercoin,20161120,0.006176,0.006239,0.005960,0.006066,634,880042,0.01
salus,20161120,0.404971,0.417932,0.392915,0.394367,445,405845,0.41
supernet-unity,20161120,2.72,2.74,2.29,2.29,504,2222990,2.52
iocoin,20161120,0.284048,0.285430,0.259426,0.264155,578,4627950,0.27
synereo,20161120,0.104523,0.105573,0.101684,0.103278,23672,6541600,0.10
namecoin,20161120,0.224312,0.230037,0.209272,0.218719,93671,3305550,0.22
eccoin,20161120,0.000002,0.000002,9.2e-07,0.000002,4,37910,0.00
pepe-cash,20161120,0.000336,0.000339,0.000209,0.000287,863,235519,0.00
potcoin,20161120,0.010593,0.010596,0.009548,0.010208,47161,2274940,0.01
newyorkcoin,20161120,3.4e-08,3.4e-08,3.3e-08,3.4e-08,0,2016,0.00
bitcny,20161120,0.140047,0.148841,0.137738,0.140480,9887,284952,0.14
solarcoin,20161120,0.065287,0.068853,0.060262,0.064217,8508,2266900,0.06
crown,20161120,0.012815,0.014064,0.011176,0.013092,592,145363,0.01
sibcoin,20161120,0.031015,0.057732,0.030538,0.050713,14200,388758,0.04
dimecoin,20161120,1.7e-07,2.6e-07,1.2e-07,1.4e-07,12,85754,0.00
diamond,20161120,0.236053,0.245694,0.219008,0.238854,360,434915,0.23
blackcoin,20161120,0.029960,0.029961,0.028785,0.028982,6943,2270720,0.03
lomocoin,20161120,0.006781,0.007042,0.006781,0.006925,14245,1425300,0.01
gridcoin,20161120,0.004548,0.004833,0.004318,0.004450,1154,1741310,0.00
myriad,20161120,0.000241,0.000268,0.000220,0.000255,1663,341306,0.00
ion,20161120,0.082738,0.083163,0.082738,0.083006,1,738515,0.08
faircoin,20161120,0.027141,0.028696,0.025637,0.027771,215,1432450,0.03
expanse,20161120,0.230712,0.239617,0.224375,0.225440,11941,1023010,0.23
nushares,20161120,0.000210,0.000211,0.000189,0.000205,8593,343107,0.00
mintcoin,20161120,0.000030,0.000032,0.000029,0.000029,144,725326,0.00
omni,20161120,3.80,3.92,3.67,3.69,1619,2105450,3.79
monetaryunit,20161120,0.000951,0.000964,0.000761,0.000834,2922,100412,0.00
whitecoin,20161120,0.000331,0.000332,0.000290,0.000292,334,101391,0.00
neoscoin,20161120,0.070354,0.075050,0.065633,0.068169,1180,216095,0.07
heat-ledger,20161120,0.096276,0.102733,0.094023,0.102340,169,,0.10
lykke,20161120,0.046935,0.046935,0.046857,0.046857,37019,,0.05
earthcoin,20161120,0.000132,0.000132,0.000129,0.000131,3778,1235000,0.00
okcash,20161120,0.004405,0.004626,0.004284,0.004315,24,301884,0.00
fedoracoin,20161120,0.000003,0.000003,0.000002,0.000003,574,1258720,0.00
foldingcoin,20161120,0.000623,0.000628,0.000583,0.000593,354,267371,0.00
radium,20161120,0.333532,0.333669,0.298161,0.306627,4930,1005830,0.32
rubycoin,20161120,0.173052,0.174144,0.166129,0.171007,3497,4101820,0.17
steem-dollars,20161120,1.00,1.02,0.975712,0.994515,9017,1328570,1.00
vericoin,20161120,0.023267,0.026770,0.022323,0.025858,1404,694081,0.02
geocoin,20161120,0.059978,0.061168,0.057374,0.059162,653,147251,0.06
global-currency-reserve,20161120,0.028847,0.030016,0.028075,0.029211,1804,2935460,0.03
pinkcoin,20161120,0.000500,0.000521,0.000488,0.000497,498,182311,0.00
zoin,20161120,0.001928,0.002715,0.001876,0.002221,99,1425,0.00
gambit,20161120,0.408195,0.460507,0.396334,0.460398,377,564427,0.43
circuits-of-value,20161120,0.000714,0.000742,0.000684,0.000709,3279,285781,0.00
florincoin,20161120,0.003026,0.003159,0.002909,0.002941,633,375852,0.00
clams,20161120,0.691472,0.710978,0.667234,0.679619,5836,1385830,0.69
stealthcoin,20161120,0.014531,0.014544,0.012093,0.012414,2176,361259,0.01
noblecoin,20161120,0.000083,0.000083,0.000075,0.000080,926,188705,0.00
energycoin,20161120,0.002322,0.002334,0.002082,0.002120,168,279672,0.00
zeitcoin,20161120,0.000012,0.000014,0.000009,0.000010,221,440860,0.00
pandacoin-pnd,20161120,0.000007,0.000007,0.000004,0.000007,1,234102,0.00
bitsend,20161120,0.007303,0.007429,0.006060,0.006455,143,94918,0.01
sequence,20161120,0.007248,0.007297,0.006512,0.006944,651,320060,0.01
spreadcoin,20161120,0.021426,0.021456,0.018752,0.021055,178,147615,0.02
artbyte,20161120,0.000098,0.000098,0.000079,0.000080,359,70075,0.00
bitusd,20161120,1.00,1.02,0.983162,1.00,1103,108130,1.00
1337coin,20161120,0.000003,0.000004,0.000002,0.000003,21,41595,0.00
vcash,20161120,0.207446,0.216043,0.200940,0.212584,14701,3100700,0.21
qwark,20161120,0.027870,0.027895,0.023773,0.026682,286,1736280,0.03
curecoin,20161120,0.040998,0.041190,0.036976,0.037887,1413,1083620,0.04
bitcrystals,20161120,0.143662,0.147150,0.136443,0.143803,5014,6015840,0.14
neutron,20161120,0.001112,0.001117,0.000649,0.000682,17,14036,0.00
