coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20171022,6036.66,6076.26,5792.34,6008.42,2034630000,100438000000,5934.30
ethereum,20171022,300.55,305.50,292.81,295.45,327387000,28624800000,299.15
ripple,20171022,0.210958,0.211901,0.200722,0.204177,75849500,8128520000,0.21
bitcoin-cash,20171022,323.50,355.52,323.50,331.66,355546000,5405020000,339.51
cardano,20171022,0.028565,0.028744,0.027093,0.027729,2930210,740608000,0.03
nem,20171022,0.213296,0.219752,0.200805,0.211949,4615270,1919670000,0.21
litecoin,20171022,58.27,58.65,56.44,56.81,96781400,3116350000,57.55
stellar,20171022,0.036487,0.037668,0.030483,0.031269,56070400,605233000,0.03
iota,20171022,0.390836,0.411999,0.381438,0.392542,9322400,1086340000,0.40
tron,20171022,0.002306,0.002606,0.002306,0.002583,244796,150861000,0.00
dash,20171022,277.93,283.88,269.73,275.70,46070400,2122130000,276.81
neo,20171022,27.15,29.48,27.10,28.79,36184100,1357500000,28.29
monero,20171022,88.18,89.04,85.52,86.58,27130000,1344760000,87.28
eos,20171022,0.526479,0.538859,0.504792,0.517970,5538990,221105000,0.52
qtum,20171022,10.97,11.06,10.56,10.63,33890300,807214000,10.81
lisk,20171022,4.70,4.83,4.64,4.74,7477790,535472000,4.73
raiblocks,20171022,0.108811,0.120280,0.105367,0.119289,193139,13646600,0.11
ethereum-classic,20171022,10.93,11.25,10.72,10.83,19648600,1057170000,10.98
verge,20171022,0.004807,0.005027,0.004569,0.004736,1443660,67971500,0.00
siacoin,20171022,0.003668,0.003812,0.003577,0.003745,1082130,111094000,0.00
omisego,20171022,7.37,7.78,7.36,7.67,19588000,724177000,7.57
bytecoin-bcn,20171022,0.001507,0.001515,0.001432,0.001492,1163540,276122000,0.00
bitconnect,20171022,208.50,210.75,198.85,205.04,9944220,1507780000,204.80
populous,20171022,3.05,3.07,2.68,2.85,284913,125973000,2.88
zcash,20171022,212.82,219.28,208.30,213.73,26263000,521286000,213.79
stratis,20171022,3.04,3.39,2.87,3.15,9563480,299843000,3.13
bitshares,20171022,0.054282,0.054756,0.050423,0.052607,2043700,141178000,0.05
binance-coin,20171022,1.26,1.30,1.18,1.21,1631220,124292000,1.24
dogecoin,20171022,0.001008,0.001077,0.000976,0.001023,2583310,112508000,0.00
ardor,20171022,0.204300,0.209056,0.197945,0.205184,779176,204096000,0.20
dentacoin,20171022,0.000119,0.000147,0.000085,0.000119,20763,36173200,0.00
status,20171022,0.025894,0.026583,0.024905,0.025774,1432060,89863300,0.03
steem,20171022,0.972041,1.03,0.939994,0.974535,789056,237509000,0.98
tether,20171022,0.999920,1.01,0.996909,1.00,166215000,437026000,1.00
waves,20171022,3.58,3.66,3.47,3.58,8491900,358200000,3.57
digibyte,20171022,0.008633,0.009360,0.008538,0.008805,2924630,75468800,0.01
vechain,20171022,0.251105,0.264818,0.233000,0.246779,457619,69596900,0.25
augur,20171022,16.86,17.17,16.38,16.85,526437,185419000,16.77
dent,20171022,0.000369,0.000485,0.000288,0.000431,6688,3912290,0.00
0x,20171022,0.203787,0.205872,0.198511,0.204589,1191490,101893000,0.20
komodo,20171022,1.67,1.87,1.63,1.79,758588,168553000,1.75
golem-network-tokens,20171022,0.203506,0.209022,0.195033,0.201134,1792630,169527000,0.20
veritaseum,20171022,61.95,67.97,59.98,66.34,315451,125506000,63.97
basic-attention-token,20171022,0.143761,0.153527,0.138013,0.142390,1310690,143761000,0.15
hshare,20171022,10.69,10.72,10.37,10.46,14194200,360928000,10.54
ark,20171022,2.57,2.75,2.51,2.64,1550000,251521000,2.63
salt,20171022,2.51,3.47,2.51,3.47,5401130,117315000,2.99
funfair,20171022,0.019163,0.019647,0.017953,0.019358,1003550,76650500,0.02
experience-points,20171022,0.000006,0.000017,0.000006,0.000008,5736,974593,0.00
decred,20171022,24.84,26.28,23.60,26.10,399806,149159000,24.94
kin,20171022,0.000063,0.000077,0.000060,0.000060,76946,47704100,0.00
ethos,20171022,0.668306,0.745671,0.661148,0.742599,440879,47876000,0.70
nexus,20171022,1.21,1.27,1.07,1.07,381906,64372700,1.17
reddcoin,20171022,0.001021,0.001030,0.000920,0.001017,257149,29250400,0.00
pivx,20171022,3.25,3.77,3.25,3.42,745540,177700000,3.51
kyber-network,20171022,1.04,1.07,1.01,1.03,1008560,138967000,1.04
substratum,20171022,0.127135,0.149560,0.126664,0.141301,498842,28744000,0.14
factom,20171022,15.23,15.69,14.73,15.21,1348230,133157000,15.21
aion,20171022,0.569138,0.710671,0.553163,0.591343,166006,,0.63
neblio,20171022,3.77,4.45,3.63,4.40,318137,47092700,4.04
request-network,20171022,0.052619,0.056028,0.047390,0.052355,1245180,33465500,0.05
aeternity,20171022,0.297957,0.302241,0.285525,0.291219,300795,69430000,0.29
monacoin,20171022,2.79,3.16,2.70,3.03,2968300,152801000,2.93
bytom,20171022,0.081452,0.083755,0.077523,0.078632,67630,80393200,0.08
gas,20171022,19.06,21.59,19.06,20.83,504257,163831000,20.32
digitalnote,20171022,0.001373,0.001485,0.001286,0.001374,3143360,9454200,0.00
nxt,20171022,0.062099,0.064432,0.059910,0.060803,2536540,62036400,0.06
rchain,20171022,0.164421,0.166518,0.137277,0.161753,9852,,0.15
cobinhood,20171022,0.059882,0.069856,0.053430,0.069251,271732,,0.06
bitcoindark,20171022,78.07,86.41,75.94,85.56,47482,100617000,81.17
byteball,20171022,189.37,208.71,179.59,189.63,190326,110570000,194.15
enigma-project,20171022,0.425195,0.442734,0.406965,0.407392,605007,31819900,0.42
maidsafecoin,20171022,0.343103,0.354803,0.326849,0.339187,1479960,155272000,0.34
syscoin,20171022,0.170957,0.180693,0.164844,0.178436,996181,90321700,0.17
iconomi,20171022,1.16,1.19,1.13,1.17,585036,115824000,1.16
chainlink,20171022,0.258186,0.285979,0.249826,0.264695,4038780,90365200,0.27
santiment,20171022,0.219892,0.234598,0.218591,0.230522,481438,12306900,0.23
digixdao,20171022,62.93,64.12,61.94,62.25,121451,125853000,63.03
tenx,20171022,1.79,1.85,1.72,1.78,1364770,187671000,1.79
zcoin,20171022,12.24,12.75,11.23,11.74,1294840,39931900,11.99
gnosis-gno,20171022,71.42,79.27,71.11,78.96,349189,78895300,75.19
paccoin,20171022,1.6e-07,1.9e-07,1.6e-07,1.8e-07,2204,,0.00
poet,20171022,0.006241,0.006444,0.005409,0.006113,26316,13332700,0.01
civic,20171022,0.314124,0.318450,0.280337,0.301218,1787080,106865000,0.30
bancor,20171022,2.04,2.05,1.93,1.99,1271590,82976400,1.99
gamecredits,20171022,1.92,2.16,1.79,2.03,1366560,123603000,1.98
walton,20171022,6.88,7.18,6.63,6.96,5035330,171400000,6.90
zclassic,20171022,1.76,1.86,1.65,1.71,193833,3184000,1.75
achain,20171022,0.068316,0.074808,0.066531,0.071688,181883,,0.07
storj,20171022,0.324891,0.339309,0.317451,0.336471,196362,32341000,0.33
pillar,20171022,0.099132,0.126594,0.095527,0.116373,117778,22541200,0.11
gxshares,20171022,1.68,1.70,1.59,1.70,2266290,67996100,1.65
vertcoin,20171022,2.75,4.66,2.69,3.34,74432200,111648000,3.67
decentraland,20171022,0.010248,0.010303,0.008798,0.008905,513460,23301400,0.01
skycoin,20171022,3.01,3.78,2.75,3.77,25136,17840400,3.26
blocknet,20171022,24.05,24.26,20.41,24.20,134983,116677000,22.34
bitbay,20171022,0.022625,0.024026,0.020915,0.022617,17647,22802000,0.02
xtrabytes,20171022,0.022254,0.023821,0.018722,0.022188,35676,9480380,0.02
ubiq,20171022,1.20,1.46,1.15,1.35,595025,46195000,1.30
monaco,20171022,7.82,8.69,7.68,8.56,2501580,76729100,8.18
cryptonex,20171022,2.29,2.31,1.63,1.91,68,,1.97
nav-coin,20171022,0.769304,0.848034,0.726209,0.800196,1574040,47641300,0.79
xplay,20171022,0.017973,0.018356,0.017615,0.017799,40077,17972800,0.02
cindicator,20171022,0.014333,0.016601,0.013326,0.014440,165991,20725300,0.01
singulardtv,20171022,0.131961,0.141559,0.131961,0.139072,1358400,79176500,0.14
aragon,20171022,1.49,1.54,1.45,1.51,360050,48658900,1.50
