coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20160604,569.71,590.13,564.24,572.73,94925300,8897080000,577.18
ethereum,20160604,13.86,13.95,13.42,13.74,15792400,1118460000,13.68
bitcoin,20160604,569.71,590.13,564.24,572.73,94925300,8897080000,577.18
ethereum,20160604,13.86,13.95,13.42,13.74,15792400,1118460000,13.68
ripple,20160604,0.005829,0.005882,0.005755,0.005780,617159,203232000,0.01
nem,20160604,0.002002,0.002096,0.001989,0.002010,13642,18014600,0.00
litecoin,20160604,4.86,4.90,4.77,4.81,3214800,224016000,4.83
stellar,20160604,0.001530,0.001551,0.001507,0.001527,13522,8391660,0.00
dash,20160604,8.06,8.20,7.85,8.05,445286,52311100,8.02
monero,20160604,0.940914,0.991519,0.940438,0.974353,91404,11340400,0.97
lisk,20160604,0.410220,0.472793,0.399712,0.443900,3251570,41022000,0.44
verge,20160604,0.000029,0.000034,0.000023,0.000029,895,331900,0.00
siacoin,20160604,0.000327,0.000336,0.000324,0.000329,68167,4787430,0.00
bytecoin-bcn,20160604,0.000037,0.000041,0.000036,0.000038,761,6626920,0.00
bitshares,20160604,0.003504,0.003600,0.003504,0.003547,31740,8972670,0.00
dogecoin,20160604,0.000237,0.000244,0.000233,0.000237,107638,24834000,0.00
steem,20160604,0.369022,0.432768,0.364243,0.424029,6336,16910500,0.40
tether,20160604,1.00,1.00,1.00,1.00,438311,2951590,1.00
waves,20160604,1.09,1.29,0.575898,0.586993,4912,,0.93
digibyte,20160604,0.000285,0.000300,0.000284,0.000292,18128,1873220,0.00
decred,20160604,1.73,1.83,1.72,1.75,17331,3124600,1.77
nexus,20160604,0.010872,0.011643,0.009784,0.010610,1729,413742,0.01
reddcoin,20160604,0.000040,0.000041,0.000035,0.000035,963,1119320,0.00
pivx,20160604,0.002847,0.003427,0.002683,0.003181,587,105651,0.00
factom,20160604,0.976696,0.990482,0.899672,0.960230,272867,8549230,0.95
monacoin,20160604,0.048748,0.050260,0.045681,0.050102,1812,1656100,0.05
digitalnote,20160604,0.000093,0.000098,0.000092,0.000094,2170,634975,0.00
nxt,20160604,0.007084,0.007270,0.006904,0.007187,16727,7083550,0.01
bitcoindark,20160604,1.08,1.17,1.05,1.07,599,1364450,1.11
maidsafecoin,20160604,0.060536,0.062595,0.059035,0.060440,241253,27395800,0.06
syscoin,20160604,0.006601,0.007107,0.006390,0.006835,17606,2830060,0.01
digixdao,20160604,10.27,10.28,9.30,9.95,91393,20546400,9.79
paccoin,20160604,1e-08,1.1e-08,8.6e-09,9.8e-09,101,,0.00
gamecredits,20160604,0.039510,0.041851,0.036362,0.037407,1881,2188560,0.04
vertcoin,20160604,0.031774,0.034341,0.031774,0.032423,2461,733235,0.03
blocknet,20160604,0.074503,0.078741,0.056460,0.068540,518,291345,0.07
bitbay,20160604,0.000447,0.000535,0.000440,0.000461,446,449116,0.00
ubiq,20160604,0.048569,0.056505,0.048498,0.052337,2645,173566,0.05
nav-coin,20160604,0.004953,0.005026,0.004308,0.004470,272,295168,0.00
emercoin,20160604,0.163090,0.165333,0.142977,0.147801,5765,6172280,0.15
einsteinium,20160604,0.000262,0.000276,0.000261,0.000275,30,51955,0.00
burst,20160604,0.000182,0.000195,0.000172,0.000183,1094,260589,0.00
viacoin,20160604,0.005866,0.005996,0.005576,0.005710,246,123629,0.01
peercoin,20160604,0.367941,0.374138,0.363415,0.367751,21725,8541200,0.37
counterparty,20160604,1.61,1.75,1.61,1.63,11659,4237120,1.68
hempcoin,20160604,0.000120,0.000124,0.000118,0.000120,16,23651,0.00
mooncoin,20160604,0.000001,0.000001,0.000001,0.000001,51,269968,0.00
agoras-tokens,20160604,0.104794,0.120342,0.099493,0.114498,2749,4401350,0.11
cloakcoin,20160604,0.119531,0.126613,0.092595,0.092887,146,569738,0.11
aeon,20160604,0.008538,0.009219,0.007156,0.007525,412,98320,0.01
shift,20160604,0.014982,0.020654,0.014982,0.016198,1236,109693,0.02
voxels,20160604,0.103892,0.108604,0.101060,0.105141,70126,3272600,0.10
jinn,20160604,9.21,9.43,7.20,7.26,174,540575,8.31
groestlcoin,20160604,0.001702,0.001802,0.001589,0.001596,74,108750,0.00
gulden,20160604,0.002114,0.002258,0.001847,0.002217,5527,647067,0.00
pura,20160604,0.000017,0.000018,0.000017,0.000017,1,2836,0.00
feathercoin,20160604,0.016317,0.018136,0.012385,0.013581,18666,2019850,0.02
salus,20160604,0.113844,0.118032,0.112853,0.113000,26,113953,0.12
supernet-unity,20160604,1.52,1.61,1.48,1.58,1014,1238810,1.54
iocoin,20160604,0.060910,0.061363,0.053308,0.056874,1639,990220,0.06
synereo,20160604,0.036482,0.039091,0.034926,0.037350,8456,6741860,0.04
namecoin,20160604,0.360819,0.371002,0.357615,0.363240,10862,5214000,0.36
eccoin,20160604,0.000002,0.000004,0.000001,0.000002,10,32433,0.00
potcoin,20160604,0.000868,0.000897,0.000745,0.000814,173,185134,0.00
newyorkcoin,20160604,9e-08,9.7e-08,8.9e-08,9e-08,4,5409,0.00
bitcny,20160604,0.148457,0.155169,0.145662,0.151737,770,95718,0.15
solarcoin,20160604,0.126280,0.127428,0.111825,0.123102,15964,4333050,0.12
crown,20160604,0.000496,0.000551,0.000459,0.000480,0,4367,0.00
sibcoin,20160604,0.031013,0.034190,0.030051,0.030068,873,322068,0.03
dimecoin,20160604,9.7e-08,9.8e-08,4.8e-08,9.6e-08,8,47460,0.00
diamond,20160604,0.261687,0.272818,0.248287,0.263640,803,427447,0.26
blackcoin,20160604,0.027633,0.029243,0.027574,0.028351,6219,2085270,0.03
gridcoin,20160604,0.006529,0.006991,0.006440,0.006585,429,2460860,0.01
myriad,20160604,0.000086,0.000087,0.000073,0.000075,527,113877,0.00
faircoin,20160604,0.017076,0.019339,0.017051,0.019270,67,896206,0.02
expanse,20160604,0.286549,0.304294,0.286459,0.291195,9433,592050,0.30
nushares,20160604,0.001759,0.001761,0.001365,0.001513,4184,1447130,0.00
mintcoin,20160604,0.000051,0.000063,0.000047,0.000062,1099,1177960,0.00
omni,20160604,1.52,1.81,1.13,1.81,627,841250,1.47
monetaryunit,20160604,0.000120,0.000124,0.000115,0.000120,16,10964,0.00
sprouts,20160604,0.000023,0.000029,0.000023,0.000028,59,61375,0.00
whitecoin,20160604,0.000370,0.000431,0.000367,0.000384,2342,113429,0.00
neoscoin,20160604,0.049579,0.051501,0.034935,0.039563,252855,421691,0.04
earthcoin,20160604,0.000137,0.000137,0.000133,0.000136,98038,1278530,0.00
okcash,20160604,0.001435,0.001579,0.001097,0.001296,320,93085,0.00
fedoracoin,20160604,0.000025,0.000029,0.000025,0.000029,13875,10809100,0.00
foldingcoin,20160604,0.000164,0.000176,0.000162,0.000175,58,56241,0.00
radium,20160604,0.253679,0.279101,0.201185,0.227286,12748,705904,0.24
rubycoin,20160604,0.200127,0.211473,0.199763,0.211473,1405,4623760,0.21
vericoin,20160604,0.031920,0.034562,0.030202,0.033035,1779,881119,0.03
geocoin,20160604,0.027382,0.030499,0.025921,0.027679,218,67226,0.03
global-currency-reserve,20160604,0.005364,0.006196,0.005356,0.005451,276,541555,0.01
pinkcoin,20160604,0.000191,0.000233,0.000171,0.000211,114,69706,0.00
gambit,20160604,0.106838,0.108483,0.085497,0.107758,4,177690,0.10
espers,20160604,2.9e-07,2.9e-07,1.9e-07,2.4e-07,237,,0.00
circuits-of-value,20160604,0.001662,0.002010,0.001490,0.001891,5569,664820,0.00
florincoin,20160604,0.001377,0.001556,0.001282,0.001324,169,170557,0.00
clams,20160604,0.753077,0.808470,0.706979,0.768960,11422,1320390,0.76
stealthcoin,20160604,0.004557,0.005260,0.004274,0.004609,106,108582,0.00
noblecoin,20160604,0.000040,0.000041,0.000039,0.000040,72,90413,0.00
energycoin,20160604,0.000899,0.000932,0.000880,0.000906,141,107882,0.00
carboncoin,20160604,0.000006,0.000012,0.000006,0.000011,374,87831,0.00
zeitcoin,20160604,0.000013,0.000015,0.000012,0.000012,96,441892,0.00
pandacoin-pnd,20160604,0.000005,0.000005,0.000004,0.000004,9,168626,0.00
bitsend,20160604,0.003332,0.004796,0.003110,0.003539,84,34110,0.00
spreadcoin,20160604,0.025876,0.034812,0.025838,0.027455,217,130559,0.03
artbyte,20160604,0.000169,0.000174,0.000156,0.000156,121,113004,0.00
bitusd,20160604,1.03,1.04,0.988965,1.00,707,110768,1.01
1337coin,20160604,0.000011,0.000016,0.000006,0.000006,1535,27317,0.00
vcash,20160604,0.111732,0.115260,0.105351,0.109960,4426,1596410,0.11
qwark,20160604,0.058657,0.059812,0.014386,0.055154,5078,,0.04
curecoin,20160604,0.017808,0.018751,0.017714,0.018540,190,470686,0.02
bitcrystals,20160604,0.065330,0.070662,0.063138,0.067428,1660,2756210,0.07
