coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20151114,336.62,338.18,329.97,332.91,38612000,4994250000,334.08
ethereum,20151114,0.905469,0.906113,0.876908,0.888812,372514,67631900,0.89
bitcoin,20151114,336.62,338.18,329.97,332.91,38612000,4994250000,334.08
ethereum,20151114,0.905469,0.906113,0.876908,0.888812,372514,67631900,0.89
ripple,20151114,0.004482,0.004493,0.004316,0.004328,144356,148614000,0.00
nem,20151114,0.000128,0.000128,0.000118,0.000121,112,1150090,0.00
litecoin,20151114,3.22,3.25,3.18,3.19,1293740,139106000,3.21
stellar,20151114,0.001979,0.002002,0.001936,0.001981,527,9575260,0.00
dash,20151114,2.54,2.59,2.36,2.36,66693,15189300,2.47
monero,20151114,0.449764,0.457954,0.418860,0.424853,22033,4508820,0.44
verge,20151114,0.000012,0.000014,0.000011,0.000012,124,109965,0.00
siacoin,20151114,0.000024,0.000027,0.000020,0.000023,1288,163802,0.00
bytecoin-bcn,20151114,0.000027,0.000028,0.000026,0.000027,4208,4719750,0.00
bitshares,20151114,0.003419,0.003645,0.003331,0.003580,55954,8587820,0.00
dogecoin,20151114,0.000130,0.000132,0.000128,0.000130,45993,13191200,0.00
tether,20151114,1.00,1.00,1.00,1.00,28995,451600,1.00
digibyte,20151114,0.000298,0.000300,0.000275,0.000276,7358,1593240,0.00
augur,20151114,1.61,1.64,1.53,1.60,518,,1.58
nexus,20151114,0.000977,0.001115,0.000957,0.001111,123,28085,0.00
reddcoin,20151114,0.000010,0.000010,0.000007,0.000008,440,276621,0.00
factom,20151114,0.134623,0.135245,0.106252,0.112962,1387,1178850,0.12
monacoin,20151114,0.072415,0.072415,0.066377,0.070552,3058,1787120,0.07
digitalnote,20151114,0.000069,0.000078,0.000065,0.000069,3633,472476,0.00
nxt,20151114,0.006518,0.006530,0.006366,0.006414,10235,6518380,0.01
bitcoindark,20151114,0.669919,0.722522,0.629890,0.696212,349,831350,0.68
maidsafecoin,20151114,0.015455,0.015520,0.014098,0.014336,5465,6994110,0.01
syscoin,20151114,0.000351,0.000358,0.000344,0.000347,27,150553,0.00
paccoin,20151114,6.3e-09,6.9e-09,5.9e-09,5.9e-09,11,,0.00
gamecredits,20151114,0.016341,0.018277,0.016147,0.016450,2122,730051,0.02
vertcoin,20151114,0.025444,0.025712,0.024243,0.025387,1393,511676,0.02
blocknet,20151114,0.035886,0.036038,0.016712,0.020471,72,140192,0.03
bitbay,20151114,0.000205,0.000207,0.000177,0.000202,148,205466,0.00
ubiq,20151114,0.025726,0.026009,0.014057,0.025562,127,89338,0.02
nav-coin,20151114,0.001989,0.002320,0.001613,0.001922,467,118234,0.00
emercoin,20151114,0.042236,0.052711,0.041643,0.048736,264,1540500,0.05
einsteinium,20151114,0.000082,0.000084,0.000078,0.000083,14,14493,0.00
burst,20151114,0.000046,0.000087,0.000046,0.000077,3069,51126,0.00
viacoin,20151114,0.003974,0.004560,0.003883,0.004090,220,73959,0.00
peercoin,20151114,0.389260,0.398479,0.380470,0.386318,5653,8862020,0.39
counterparty,20151114,0.931210,0.985863,0.883355,0.894896,705,2455340,0.93
hempcoin,20151114,0.000061,0.000061,0.000036,0.000037,2,10157,0.00
mooncoin,20151114,2.9e-07,3.2e-07,2.8e-07,2.9e-07,125,60322,0.00
cloakcoin,20151114,0.056814,0.062176,0.052853,0.054481,21,261406,0.06
aeon,20151114,0.014138,0.014204,0.012003,0.012650,4,113483,0.01
shift,20151114,0.003910,0.004041,0.002510,0.002525,1,,0.00
jinn,20151114,1.96,1.96,1.91,1.92,19,195552,1.94
groestlcoin,20151114,0.001088,0.001122,0.001046,0.001105,5,66165,0.00
gulden,20151114,0.001671,0.001687,0.001519,0.001570,2864,475076,0.00
pura,20151114,0.000256,0.000292,0.000189,0.000256,9,39720,0.00
feathercoin,20151114,0.003463,0.003737,0.003378,0.003439,705,351187,0.00
supernet-unity,20151114,1.15,1.19,1.13,1.14,28,941538,1.16
