coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20170821,4090.48,4109.14,3988.60,4001.74,2800890000,67567100000,4048.87
ethereum,20170821,300.48,347.05,297.23,321.59,2448970000,28285500000,322.14
ripple,20170821,0.158410,0.205684,0.154856,0.191918,447089000,6074040000,0.18
bitcoin-cash,20170821,723.70,756.59,573.47,599.63,1123400000,11943100000,665.03
nem,20170821,0.271799,0.293674,0.239623,0.252456,13775000,2446190000,0.27
litecoin,20170821,46.19,48.75,45.62,47.94,207172000,2427130000,47.19
stellar,20170821,0.017669,0.020365,0.017092,0.019753,9391270,195916000,0.02
iota,20170821,0.907423,0.939166,0.843577,0.906269,32558600,2522210000,0.89
dash,20170821,293.77,300.52,275.94,279.58,58023900,2204480000,288.23
neo,20170821,38.04,38.28,34.15,35.30,85955000,1902060000,36.22
monero,20170821,54.67,95.08,52.87,77.82,238775000,817490000,73.97
eos,20170821,1.37,1.38,1.33,1.34,20152300,404724000,1.35
qtum,20170821,11.80,11.87,10.82,11.23,29380800,696434000,11.34
lisk,20170821,3.44,3.48,2.63,2.71,29155700,382390000,3.05
raiblocks,20170821,0.145474,0.151488,0.132486,0.135065,111177,15451500,0.14
ethereum-classic,20170821,13.89,15.04,13.86,14.56,114021000,1316110000,14.45
verge,20170821,0.002110,0.002236,0.002003,0.002037,737684,28294400,0.00
siacoin,20170821,0.007708,0.007792,0.006710,0.006737,5987600,221609000,0.01
omisego,20170821,8.45,8.60,7.34,7.67,71569400,830536000,7.97
bytecoin-bcn,20170821,0.001221,0.001237,0.001147,0.001191,2000990,223715000,0.00
bitconnect,20170821,116.32,118.05,112.68,115.91,7667050,754278000,115.37
populous,20170821,4.51,4.77,3.46,4.33,658417,186176000,4.12
zcash,20170821,241.22,258.89,231.64,239.06,33202000,483761000,245.26
stratis,20170821,5.72,5.78,5.27,5.47,14688000,563415000,5.53
bitshares,20170821,0.132198,0.132720,0.124028,0.129772,19724100,343467000,0.13
binance-coin,20170821,2.43,2.91,2.43,2.70,72000600,243075000,2.67
dogecoin,20170821,0.001693,0.001712,0.001644,0.001712,3580650,187472000,0.00
ardor,20170821,0.135715,0.141407,0.129787,0.132138,1627220,135579000,0.14
dentacoin,20170821,0.000166,0.000167,0.000115,0.000157,12465,2685990,0.00
status,20170821,0.054946,0.055899,0.050010,0.051012,9409920,190691000,0.05
steem,20170821,1.41,1.49,1.16,1.20,3309300,339535000,1.32
tether,20170821,0.999538,1.01,0.990459,0.999263,208830000,319354000,1.00
waves,20170821,4.85,4.88,4.33,4.39,4064960,485218000,4.61
digibyte,20170821,0.015328,0.016318,0.012583,0.013351,12570400,134002000,0.01
augur,20170821,20.46,23.12,20.34,21.96,3491570,225054000,21.73
dent,20170821,0.001681,0.001723,0.001042,0.001291,173181,17495000,0.00
0x,20170821,0.422273,0.443680,0.327742,0.351503,15013800,253364000,0.39
komodo,20170821,1.35,1.39,1.22,1.30,364857,136350000,1.30
golem-network-tokens,20170821,0.271304,0.291546,0.259288,0.278795,5357880,226005000,0.28
veritaseum,20170821,126.33,135.75,113.06,122.42,398006,254067000,124.41
basic-attention-token,20170821,0.206389,0.207054,0.191274,0.195028,2880320,206389000,0.20
hshare,20170821,20.25,20.25,14.16,15.30,11376500,,17.20
ark,20170821,1.65,1.95,1.63,1.80,4416240,160382000,1.79
funfair,20170821,0.031266,0.040488,0.028289,0.028289,933758,120045000,0.03
experience-points,20170821,0.000003,0.000009,0.000003,0.000009,1461,492029,0.00
decred,20170821,26.27,28.06,25.12,27.41,934142,146632000,26.59
ethos,20170821,1.16,1.18,0.911208,1.10,1001250,81767000,1.05
nexus,20170821,1.51,1.63,1.43,1.43,229817,78205200,1.53
reddcoin,20170821,0.001014,0.001087,0.000963,0.001077,491059,28991900,0.00
pivx,20170821,1.99,2.05,1.77,1.88,813647,107825000,1.91
factom,20170821,22.42,26.08,22.42,24.06,9106090,196067000,24.25
