coin,date,open,high,low,close,volume,marketcap,average
bitcoin,20141027,354.78,358.63,349.81,352.99,13033000,4764020000,354.22
bitcoin,20141027,354.78,358.63,349.81,352.99,13033000,4764020000,354.22
ripple,20141027,0.004546,0.004920,0.004534,0.004891,299518,131794000,0.00
litecoin,20141027,3.72,3.89,3.71,3.81,2694530,123853000,3.80
stellar,20141027,0.001941,0.001998,0.001887,0.001956,14396,2859770,0.00
dash,20141027,1.93,1.96,1.90,1.91,31037,9228950,1.93
monero,20141027,0.697623,0.774522,0.603494,0.722831,141319,2974520,0.69
verge,20141027,0.000011,0.000017,0.000007,0.000010,2857,40807,0.00
bytecoin-bcn,20141027,0.000012,0.000013,0.000011,0.000012,3630,1917330,0.00
bitshares,20141027,0.022683,0.023538,0.022487,0.022727,141391,45364000,0.02
dogecoin,20141027,0.000249,0.000254,0.000247,0.000251,262260,23565800,0.00
digibyte,20141027,0.000052,0.000064,0.000052,0.000060,2053,119414,0.00
reddcoin,20141027,0.000047,0.000050,0.000043,0.000046,11271,1271000,0.00
monacoin,20141027,0.047236,0.048124,0.038844,0.042009,3204,633571,0.04
digitalnote,20141027,0.000055,0.000055,0.000047,0.000053,640,359570,0.00
nxt,20141027,0.021723,0.022123,0.021379,0.021563,37434,21722700,0.02
bitcoindark,20141027,1.87,2.16,1.74,2.10,6956,2227540,1.95
maidsafecoin,20141027,0.021245,0.021511,0.020610,0.020665,4525,9614300,0.02
syscoin,20141027,0.000616,0.000658,0.000555,0.000616,1030,230247,0.00
gamecredits,20141027,0.000032,0.000032,0.000031,0.000032,0,1028,0.00
vertcoin,20141027,0.061810,0.065546,0.061117,0.063976,3581,559500,0.06
ubiq,20141027,0.006765,0.007225,0.006022,0.006978,1136,22336,0.01
nav-coin,20141027,0.000785,0.000964,0.000700,0.000883,246,45123,0.00
emercoin,20141027,0.008694,0.008966,0.008530,0.008545,319,291156,0.01
einsteinium,20141027,0.000177,0.000181,0.000174,0.000176,36,26675,0.00
burst,20141027,0.000243,0.000296,0.000222,0.000264,735,59096,0.00
viacoin,20141027,0.044529,0.045157,0.042256,0.042363,2496,523475,0.04
peercoin,20141027,0.869799,0.889386,0.854722,0.865142,65015,18989400,0.87
counterparty,20141027,3.52,3.66,3.44,3.58,8322,9329320,3.55
hempcoin,20141027,0.000639,0.000663,0.000478,0.000568,328,82800,0.00
mooncoin,20141027,6.7e-07,0.000001,6.7e-07,9.9e-07,3818,126263,0.00
cloakcoin,20141027,0.011012,0.015816,0.010158,0.014005,2634,49947,0.01
jinn,20141027,5.87,6.08,5.34,5.46,158,586516,5.71
groestlcoin,20141027,0.000575,0.000641,0.000567,0.000577,33,30009,0.00
gulden,20141027,0.001531,0.001628,0.001473,0.001570,2142,197594,0.00
feathercoin,20141027,0.038485,0.038925,0.035279,0.036722,6158,2273860,0.04
supernet-unity,20141027,3.26,3.30,3.04,3.12,4645,2658180,3.17
iocoin,20141027,0.004033,0.005668,0.003540,0.005195,1450,64731,0.00
namecoin,20141027,0.915737,0.942294,0.903143,0.930256,19872,9283560,0.92
eccoin,20141027,0.000002,0.000004,0.000002,0.000004,5,28349,0.00
potcoin,20141027,0.003229,0.003537,0.002903,0.003188,3282,513105,0.00
newyorkcoin,20141027,1.4e-07,1.5e-07,9.1e-08,1.1e-07,1,13235,0.00
bitcny,20141027,0.151763,0.151763,0.151763,0.151763,2,74717,0.15
solarcoin,20141027,0.008691,0.008691,0.007100,0.008422,206,291138,0.01
dimecoin,20141027,7.4e-08,1.2e-07,7.4e-08,7.6e-08,23,21917,0.00
diamond,20141027,0.180219,0.185974,0.164701,0.183536,277,116813,0.18
blackcoin,20141027,0.032597,0.032882,0.031789,0.032230,22913,2435010,0.03
myriad,20141027,0.000144,0.000145,0.000128,0.000141,620,90445,0.00
nushares,20141027,0.005655,0.007631,0.004725,0.006996,6266,2672620,0.01
mintcoin,20141027,0.000011,0.000014,0.000007,0.000011,96,213935,0.00
omni,20141027,2.71,3.31,2.69,3.26,330,1527670,3.00
whitecoin,20141027,0.000346,0.000359,0.000318,0.000344,689,104891,0.00
neoscoin,20141027,0.023583,0.024204,0.020792,0.020960,815,54830,0.02
earthcoin,20141027,0.000007,0.000011,0.000007,0.000007,390,36152,0.00
fedoracoin,20141027,2.5e-07,2.6e-07,2.3e-07,2.3e-07,66,69057,0.00
foldingcoin,20141027,0.000282,0.000293,0.000276,0.000288,2,282276,0.00
rubycoin,20141027,0.001286,0.001497,0.001281,0.001412,196,30713,0.00
vericoin,20141027,0.029978,0.030495,0.028924,0.029149,2224,806177,0.03
pinkcoin,20141027,0.000210,0.000221,0.000186,0.000208,218,76418,0.00
florincoin,20141027,0.000585,0.000621,0.000583,0.000598,52,45400,0.00
