coin,date,open,high,low,close,volume,marketcap,average
ethereum,20170212,11.35,11.40,11.30,11.40,6264900,1008030000,11.35
bitcoin,20170212,1003.52,1004.76,996.92,999.18,67530000,16214700000,1000.84
ethereum,20170212,11.35,11.40,11.30,11.40,6264900,1008030000,11.35
ripple,20170212,0.006328,0.006364,0.006269,0.006269,230479,234436000,0.01
nem,20170212,0.006976,0.007089,0.006881,0.006900,231800,62782200,0.01
litecoin,20170212,3.80,3.80,3.75,3.76,2706320,188829000,3.77
stellar,20170212,0.002110,0.002155,0.002068,0.002090,64662,14740700,0.00
dash,20170212,17.15,17.15,16.83,16.91,1264080,121667000,16.99
neo,20170212,0.125493,0.137479,0.117401,0.121566,3330,6274650,0.13
monero,20170212,12.27,12.49,12.00,12.33,2154250,170839000,12.25
lisk,20170212,0.150493,0.152037,0.147810,0.149559,79289,15505700,0.15
ethereum-classic,20170212,1.24,1.24,1.21,1.23,1574630,109633000,1.23
verge,20170212,0.000022,0.000031,0.000020,0.000020,398,279595,0.00
siacoin,20170212,0.000380,0.000381,0.000370,0.000371,35377,8820690,0.00
bytecoin-bcn,20170212,0.000055,0.000055,0.000050,0.000052,9296,10058600,0.00
bitconnect,20170212,0.701552,0.724620,0.693313,0.696708,90321,3693230,0.71
zcash,20170212,32.70,32.98,31.61,31.61,515968,21034500,32.30
stratis,20170212,0.082676,0.082684,0.079895,0.081639,71479,8124220,0.08
bitshares,20170212,0.004045,0.004050,0.003939,0.003966,59665,10444900,0.00
dogecoin,20170212,0.000210,0.000211,0.000205,0.000208,96618,22688800,0.00
ardor,20170212,0.019939,0.019939,0.018472,0.018814,142296,19918600,0.02
steem,20170212,0.146326,0.148411,0.140903,0.142462,35711,34116400,0.14
tether,20170212,0.999999,0.999999,0.999999,0.999999,1105600,24951000,1.00
waves,20170212,0.242385,0.255339,0.237445,0.250045,32411,24238500,0.25
digibyte,20170212,0.000279,0.000279,0.000262,0.000270,8066,2234930,0.00
augur,20170212,4.32,4.52,4.29,4.47,82761,47567400,4.40
komodo,20170212,0.115760,0.127638,0.108048,0.116802,38081,11643400,0.12
golem-network-tokens,20170212,0.025345,0.027551,0.024575,0.025377,41317,20783200,0.03
decred,20170212,2.49,2.51,2.35,2.39,57501,9442600,2.43
nexus,20170212,0.104306,0.109274,0.087908,0.091315,30335,4881330,0.10
reddcoin,20170212,0.000022,0.000030,0.000021,0.000030,250,612355,0.00
pivx,20170212,0.026717,0.027428,0.023689,0.024644,7382,1376640,0.03
factom,20170212,3.40,3.42,3.31,3.32,118260,29804200,3.37
monacoin,20170212,0.029426,0.031340,0.027941,0.028942,823,1339810,0.03
digitalnote,20170212,0.000103,0.000106,0.000102,0.000104,6761,707350,0.00
nxt,20170212,0.008818,0.008896,0.008434,0.008562,127635,8808840,0.01
bitcoindark,20170212,6.25,6.98,5.98,6.65,3673,8055780,6.48
byteball,20170212,65.23,78.96,51.11,68.34,109947,6522880,65.03
maidsafecoin,20170212,0.166725,0.186723,0.164950,0.181172,892466,75451800,0.18
syscoin,20170212,0.011192,0.011985,0.010976,0.011718,31308,5850100,0.01
iconomi,20170212,0.442316,0.442316,0.298377,0.395089,883170,38481500,0.37
digixdao,20170212,9.15,9.19,8.44,9.11,13684,18294000,8.81
zcoin,20170212,2.03,2.39,1.98,2.25,300958,2096880,2.19
paccoin,20170212,1.4e-08,1.6e-08,1.3e-08,1.4e-08,83,,0.00
gamecredits,20170212,0.249875,0.257085,0.244403,0.249547,142616,15144500,0.25
zclassic,20170212,0.776948,0.793455,0.741012,0.741197,7125,543679,0.77
vertcoin,20170212,0.049594,0.051113,0.045083,0.046234,16478,1649210,0.05
blocknet,20170212,0.045831,0.045887,0.045529,0.045633,58,179222,0.05
bitbay,20170212,0.001688,0.001748,0.001603,0.001689,14236,1699920,0.00
ubiq,20170212,0.042228,0.063328,0.039946,0.061939,128272,1529660,0.05
nav-coin,20170212,0.040132,0.040722,0.039239,0.039949,16702,2434140,0.04
singulardtv,20170212,0.013873,0.014616,0.013074,0.013969,3977,8323920,0.01
emercoin,20170212,0.191711,0.195521,0.185255,0.189172,13623,7568590,0.19
einsteinium,20170212,0.001365,0.001446,0.001325,0.001436,2037,283121,0.00
firstblood,20170212,0.080657,0.081887,0.077597,0.080727,7398,6900850,0.08
burst,20170212,0.000801,0.000813,0.000782,0.000795,11984,1364710,0.00
triggers,20170212,0.009192,0.009852,0.008920,0.009133,1746,295122,0.01
viacoin,20170212,0.043578,0.044206,0.042537,0.042991,3776,976068,0.04
wings,20170212,0.070236,0.070236,0.061972,0.064947,2011,,0.07
peercoin,20170212,0.293395,0.301728,0.288307,0.297123,9533,7002630,0.30
counterparty,20170212,3.16,3.33,3.09,3.28,651906,8272090,3.21
decent,20170212,0.211743,0.211743,0.194331,0.194339,2,,0.20
hempcoin,20170212,0.000532,0.000570,0.000470,0.000500,162,112649,0.00
library-credit,20170212,0.024717,0.025789,0.023853,0.025020,17596,1157250,0.02
mooncoin,20170212,0.000001,0.000001,7e-07,7.6e-07,70,249618,0.00
rise,20170212,0.004081,0.004533,0.004046,0.004192,125,437056,0.00
agoras-tokens,20170212,0.110467,0.115522,0.101511,0.101577,9,4639610,0.11
cloakcoin,20170212,0.167693,0.192579,0.164882,0.192542,2891,816367,0.18
aeon,20170212,0.146513,0.161909,0.145849,0.148982,4948,1985300,0.15
shift,20170212,0.034155,0.039283,0.030107,0.037679,20321,358331,0.03
voxels,20170212,0.012691,0.015770,0.011398,0.012099,23032,399763,0.01
groestlcoin,20170212,0.006078,0.006253,0.005383,0.005383,8800,405262,0.01
gulden,20170212,0.023780,0.023848,0.022175,0.022177,9285,8088460,0.02
pura,20170212,0.000022,0.000040,0.000020,0.000040,13,4629,0.00
feathercoin,20170212,0.006574,0.006613,0.006394,0.006437,1335,997078,0.01
salus,20170212,0.435899,0.476697,0.413680,0.438883,3216,437025,0.45
spectrecoin,20170212,0.020772,0.025354,0.020671,0.023627,415,417291,0.02
supernet-unity,20170212,3.49,3.49,3.17,3.19,1092,2845680,3.33
iocoin,20170212,0.347761,0.350641,0.329595,0.337073,11769,5672700,0.34
pascal-coin,20170212,0.387661,0.398270,0.352637,0.359728,172363,2410320,0.38
synereo,20170212,0.045841,0.047196,0.045662,0.045683,12190,3770700,0.05
namecoin,20170212,0.242258,0.247686,0.238887,0.241767,16186,3570010,0.24
eccoin,20170212,0.000002,0.000002,0.000002,0.000002,106,43273,0.00
pepe-cash,20170212,0.001991,0.002530,0.001789,0.002032,20122,1397440,0.00
potcoin,20170212,0.020105,0.020224,0.019630,0.019841,24640,4338080,0.02
newyorkcoin,20170212,5.6e-08,6.1e-08,5.2e-08,5.6e-08,2,3336,0.00
bitcny,20170212,0.146806,0.147558,0.142316,0.142316,13598,150086,0.14
solarcoin,20170212,0.110680,0.111320,0.104375,0.105505,7328,3858030,0.11
nolimitcoin,20170212,0.000331,0.000401,0.000329,0.000400,91,66328,0.00
crown,20170212,0.015263,0.016029,0.014967,0.015028,143,185108,0.02
sibcoin,20170212,0.149021,0.158305,0.147385,0.152815,3598,2009220,0.15
dimecoin,20170212,6.7e-07,6.9e-07,2.5e-07,2.5e-07,295,348508,0.00
diamond,20170212,0.323815,0.329090,0.268263,0.274771,789,630742,0.30
blackcoin,20170212,0.035339,0.036426,0.034429,0.035000,26939,2684140,0.04
lomocoin,20170212,0.017311,0.017420,0.009899,0.009912,3329,3638790,0.01
gridcoin,20170212,0.007359,0.007399,0.007007,0.007194,1252,2840990,0.01
myriad,20170212,0.000270,0.000270,0.000230,0.000258,5468,394273,0.00
ion,20170212,0.028078,0.028078,0.023471,0.024860,40,301648,0.03
faircoin,20170212,0.022910,0.022910,0.020480,0.020903,716,1212920,0.02
expanse,20170212,0.297798,0.315659,0.293792,0.302759,45974,1565940,0.30
nushares,20170212,0.000231,0.000231,0.000210,0.000220,1154,595766,0.00
mintcoin,20170212,0.000030,0.000039,0.000030,0.000030,86,724670,0.00
omni,20170212,3.86,4.61,3.85,4.03,19837,2144410,4.23
golos,20170212,0.052833,0.059855,0.046140,0.059657,1905,5470290,0.05
monetaryunit,20170212,0.000816,0.000918,0.000812,0.000843,1479,91748,0.00
whitecoin,20170212,0.000271,0.000300,0.000249,0.000280,1333,83069,0.00
neoscoin,20170212,0.109197,0.115224,0.106066,0.106085,2429,348931,0.11
heat-ledger,20170212,0.071363,0.094632,0.071040,0.094580,1025,1807540,0.08
nexium,20170212,0.056127,0.069431,0.056018,0.067934,258460,3733650,0.06
lykke,20170212,0.049135,0.049214,0.049088,0.049132,13645,1474040,0.05
earthcoin,20170212,0.000098,0.000099,0.000096,0.000097,6222,912230,0.00
okcash,20170212,0.009650,0.011902,0.009131,0.009687,5251,677201,0.01
fedoracoin,20170212,0.000002,0.000002,0.000002,0.000002,441,794955,0.00
foldingcoin,20170212,0.001315,0.001361,0.001272,0.001337,2796,612343,0.00
radium,20170212,0.498618,0.505209,0.419655,0.456161,60632,1561580,0.46
rubycoin,20170212,0.227165,0.229652,0.221808,0.229377,4989,5452270,0.23
steem-dollars,20170212,0.993502,1.04,0.989353,0.997775,3632,1119880,1.01
vericoin,20170212,0.043293,0.043390,0.037329,0.038503,7456,1296180,0.04
geocoin,20170212,0.040752,0.041615,0.040111,0.040217,209,100051,0.04
global-currency-reserve,20170212,0.017501,0.018602,0.015207,0.015867,4452,1788340,0.02
pinkcoin,20170212,0.000711,0.000760,0.000697,0.000720,8249,259365,0.00
zoin,20170212,0.000120,0.000260,0.000120,0.000260,9,618,0.00
